can,APT_charge,ES_root_Mulliken_charge,ES_root_NPA_Rydberg,ES_root_NPA_charge,ES_root_NPA_core,ES_root_NPA_total,ES_root_NPA_valence,Mulliken_charge,NMR_anisotropy,NMR_shift,NPA_Rydberg,NPA_charge,NPA_core,NPA_total,NPA_valence,VBur,X,Y,Z
Cc1cc2c(c([N+](=O)[O-])c1N)OB1Oc3c(cc(C)c(N)c3[N+](=O)[O-])N12,1.228667,0.688658,0.02546,1.29411,1.99875,3.70589,1.68168,0.655842,6.8838,86.3364,0.0291,1.24776,1.99876,3.75224,1.72439,0.592039018250472,8e-06,-1.200225,0.000236
Cc1cc2c(cc1Br)OB1Oc3cc(Br)c(C)cc3N12,1.247653,0.69812,0.03075,1.30287,1.99885,3.69713,1.66753,0.663775,10.6974,86.3354,0.02969,1.25328,1.99884,3.74672,1.7182,0.5868470736312146,0.0,1.891309,-0.00166
Cc1cc2c(cc1C(C)(C)C)N1B(O2)Oc2cc(C)c(C(C)(C)C)cc21,1.232264,0.691864,0.03102,1.3005,1.99885,3.6995,1.66963,0.654139,8.7115,86.0324,0.02992,1.24777,1.99884,3.75223,1.72347,0.5867684078036501,-6e-06,2.69077,0.000537
Cc1cc2c(cc1C(F)(F)F)N1B(O2)Oc2cc(C)c(C(F)(F)F)cc21,1.219359,0.679613,0.03002,1.27071,1.99884,3.72929,1.70043,0.663787,8.3551,85.9415,0.02962,1.25216,1.99883,3.74784,1.7194,0.5869257394587791,4.3e-05,2.610032,-0.008038
Cc1cc2c(cc1N(C)C)N1B(O2)Oc2cc(C)c(N(C)C)cc21,1.224378,0.681397,0.03074,1.28928,1.99885,3.71072,1.68113,0.654239,9.8345,86.1973,0.02978,1.24775,1.99884,3.75225,1.72363,0.5862177470106985,1.7e-05,-2.469625,0.000442
Cc1cc2c(cc1N)OB1Oc3cc(N)c(C)cc3N12,1.209514,0.678165,0.03051,1.28228,1.99883,3.71772,1.68838,0.650005,6.9755,86.326,0.02972,1.24197,1.99882,3.75803,1.72949,0.5868470736312146,4e-06,1.846669,-0.001061
Cc1cc2c(cc1[N+](=O)[O-])N1B(O2)Oc2cc(C)c([N+](=O)[O-])cc21,1.257652,0.667888,0.02961,1.25612,1.99882,3.74388,1.71545,0.670706,7.4229,85.4513,0.0296,1.25751,1.99882,3.74249,1.71408,0.5862177470106985,-5e-06,2.334776,5.6e-05
Cc1ccc2c(c1)N1B(O2)Oc2ccc(C)cc21,1.216791,0.694907,0.03082,1.30093,1.99885,3.69907,1.6694,0.65908,9.6527,86.195,0.02977,1.24985,1.99884,3.75015,1.72155,0.5868470736312146,2e-06,-1.856514,2.7e-05
Cc1ccc2c(c1)OB1Oc3cc(C)ccc3N12,1.214019,0.695056,0.03077,1.29988,1.99885,3.70012,1.6705,0.658062,8.9154,86.1184,0.02975,1.24858,1.99883,3.75142,1.72284,0.5865324103209566,-5e-06,1.49838,-1.3e-05
Cc1ccc2c(c1C#N)OB1Oc3c(ccc(C)c3C#N)N12,1.282085,0.706616,0.03021,1.31044,1.99882,3.68956,1.66053,0.669228,9.2602,86.2709,0.02933,1.26064,1.99881,3.73936,1.71123,0.5865324103209566,3e-06,-1.067819,-5.2e-05
Cc1ccc2c(c1C(C)(C)C)OB1Oc3c(ccc(C)c3C(C)(C)C)N12,1.274061,0.686131,0.03036,1.29834,1.99882,3.70166,1.67248,0.651121,8.9963,87.3066,0.0294,1.25091,1.9988,3.74909,1.72088,0.6085588420390182,-0.037911,-0.60707,-0.019177
Cc1ccc2c(c1C(F)(F)F)OB1Oc3c(ccc(C)c3C(F)(F)F)N12,1.254299,0.69932,0.03028,1.30709,1.99881,3.69291,1.66382,0.662008,11.0899,86.0105,0.02934,1.25628,1.9988,3.74372,1.71559,0.5925896790434235,-3.5e-05,-0.678686,0.000501
Cc1ccc2c(c1C(F)(F)F)O[BH-]1Oc3c(ccc(C)c3C(F)(F)F)N12,1.318088,0.55707,0.02642,0.8571,1.9991,4.1429,2.11737,0.561723,10.6149,98.3152,0.02656,0.86777,1.99919,4.13223,2.10648,0.5870830711139081,-0.053541,-0.679628,1.647744
Cc1ccc2c(c1F)OB1Oc3c(ccc(C)c3F)N12,1.208954,0.674077,0.03003,1.26034,1.99884,3.73966,1.71079,0.666562,12.8209,86.5163,0.02976,1.2529,1.99883,3.7471,1.7185,0.5865324103209566,1e-06,1.277062,1.2e-05
Cc1ccc2c(c1O)OB1Oc3c(ccc(C)c3O)N12,1.207901,0.674667,0.02967,1.26025,1.99885,3.73975,1.71122,0.670173,10.7236,86.9939,0.02942,1.25582,1.99885,3.74418,1.71591,0.5877910635619886,4e-06,-1.245482,-0.000399
Cc1ccc2c(c1[N+](=O)[O-])OB1Oc3c(ccc(C)c3[N+](=O)[O-])N12,1.269132,0.67106,0.02928,1.26,1.99879,3.74,1.71193,0.673143,10.7994,86.0949,0.02928,1.26155,1.99879,3.73845,1.71037,0.5909376966645689,1.8e-05,-0.873777,-0.014176
Clc1c(Br)ccc2c1OB1Oc3c(ccc(Br)c3Cl)N12,1.258374,0.706881,0.03055,1.30934,1.99883,3.69066,1.66127,0.672734,11.8287,86.8012,0.02954,1.2602,1.99882,3.7398,1.71144,0.5868470736312146,-1e-06,1.267714,-0.000217
Clc1cc2c(c(Cl)c1Br)OB1Oc3c(cc(Cl)c(Br)c3Cl)N12,1.290995,0.70754,0.0305,1.31003,1.99883,3.68997,1.66065,0.677751,13.0523,86.8356,0.02954,1.26515,1.99882,3.73485,1.70648,0.5868470736312146,-2.1e-05,1.715006,0.000929
Clc1cc2c(cc1Br)OB1Oc3cc(Br)c(Cl)cc3N12,1.268885,0.702505,0.03056,1.3045,1.99885,3.6955,1.66609,0.671979,11.8143,86.2988,0.02959,1.25904,1.99884,3.74096,1.71253,0.5862177470106985,2e-06,-2.096895,-2.1e-05
Clc1cc2c(cc1Br)O[BH-]1Oc3cc(Br)c(Cl)cc3N12,1.326754,0.54914,0.02736,0.85315,1.99911,4.14685,2.12037,0.559586,10.7794,98.5684,0.02695,0.8675,1.9992,4.1325,2.10635,0.5836217747010699,-0.0001,-2.661628,-1.078711
Clc1ccc2c(c1Br)OB1Oc3c(ccc(Cl)c3Br)N12,1.257934,0.707266,0.03043,1.31006,1.99883,3.68994,1.66068,0.67224,11.6514,86.7218,0.02942,1.26006,1.99882,3.73994,1.71171,0.5867684078036501,2.8e-05,-0.729593,0.000293
FC(F)(F)c1cc2c(c(C(F)(F)F)c1C(F)(F)F)OB1Oc3c(cc(C(F)(F)F)c(C(F)(F)F)c3C(F)(F)F)N12,1.266167,0.718988,0.02563,1.33307,1.99881,3.66693,1.64248,0.678645,13.7179,85.687,0.02913,1.27004,1.9988,3.72996,1.70202,0.5950283196979232,8e-06,-1.775832,-0.000448
FC(F)(F)c1cc2c(c(C(F)(F)F)c1Cl)OB1Oc3c(cc(C(F)(F)F)c(Cl)c3C(F)(F)F)N12,1.265757,0.710368,0.03,1.31555,1.99882,3.68445,1.65563,0.676378,11.3943,86.0015,0.02909,1.26778,1.9988,3.73222,1.70433,0.5940843297671492,1.4e-05,-1.687636,-0.000301
FC(F)(F)c1ccc2c(c1)OB1Oc3cc(C(F)(F)F)ccc3N12,1.211569,0.710468,0.03075,1.31373,1.99886,3.68627,1.65666,0.669811,11.847,85.9457,0.02958,1.25732,1.99884,3.74268,1.71426,0.5866897419760856,1e-06,1.639659,-1.8e-05
FC(F)(F)c1ccc2c(c1C(F)(F)F)OB1Oc3c(ccc(C(F)(F)F)c3C(F)(F)F)N12,1.263905,0.714503,0.03024,1.32179,1.99883,3.67821,1.64915,0.673907,14.0506,85.9062,0.02918,1.26636,1.99881,3.73364,1.70564,0.5936123348017621,-9e-06,0.967149,-0.043878
FC(F)(F)c1ccc2c(c1C(F)(F)F)O[BH-]1Oc3c(ccc(C(F)(F)F)c3C(F)(F)F)N12,1.301446,0.547688,0.02643,0.85215,1.99907,4.14785,2.12235,0.557248,9.7541,98.3671,0.02619,0.8668,1.99917,4.1332,2.10784,0.5846444304594084,-8.2e-05,-1.296547,-1.668901
FC(F)(F)c1ccc2c(c1Cl)OB1Oc3c(ccc(C(F)(F)F)c3Cl)N12,1.248158,0.719259,0.03071,1.32278,1.99884,3.67722,1.64766,0.678077,13.6019,86.4179,0.02954,1.2652,1.99883,3.7348,1.70643,0.5871617369414727,-1e-06,1.25709,-9e-06
FC(F)(F)c1cccc2c1OB1Oc3c(cccc3C(F)(F)F)N12,1.222443,0.708367,0.0303,1.3127,1.99883,3.6873,1.65817,0.669931,11.4339,86.0905,0.02928,1.25983,1.99882,3.74017,1.71207,0.5890497168030208,1e-06,-0.53229,-8.7e-05
Fc1c(Br)c(Cl)cc2c1OB1Oc3c(cc(Cl)c(Br)c3F)N12,1.262161,0.682752,0.02981,1.26628,1.99884,3.73372,1.70507,0.679119,15.2715,86.6967,0.02961,1.26273,1.99884,3.73727,1.70882,0.5865324103209566,4e-06,-1.916312,0.000165
Fc1c(Br)c(Cl)cc2c1O[BH-]1Oc3c(cc(Cl)c(Br)c3F)N12,1.312973,0.556796,0.02643,0.85793,1.99915,4.14207,2.11649,0.563923,9.847,98.0678,0.02704,0.86921,1.9992,4.13079,2.10455,0.5848017621145375,-0.000143,2.404406,1.325146
Fc1c(Br)cc2c(c1Br)OB1Oc3c(cc(Br)c(F)c3Br)N12,1.28934,0.683921,0.02977,1.27282,1.99882,3.72718,1.69859,0.674683,11.8151,86.4272,0.02941,1.26161,1.99881,3.73839,1.71017,0.5868470736312146,5e-06,-1.711085,-0.000371
Fc1c(Br)ccc2c1OB1Oc3c(ccc(Br)c3F)N12,1.229194,0.707592,0.03073,1.30597,1.99885,3.69403,1.66446,0.673844,13.9726,86.6675,0.02962,1.25786,1.99883,3.74214,1.71369,0.5868470736312146,4e-06,1.462904,0.0001
Fc1c(Br)ccc2c1O[BH-]1Oc3c(ccc(Br)c3F)N12,1.293014,0.54669,0.02847,0.84766,1.99911,4.15234,2.12477,0.565186,9.7097,98.1038,0.02718,0.86854,1.9992,4.13146,2.10507,0.5851164254247955,-4.2e-05,2.228239,-0.895263
Fc1c(C(F)(F)F)cc2c(c1Br)OB1Oc3c(cc(C(F)(F)F)c(F)c3Br)N12,1.261128,0.689828,0.02972,1.27847,1.99882,3.72153,1.69299,0.67533,9.9995,86.0331,0.02933,1.26123,1.9988,3.73877,1.71064,0.5868470736312146,6e-06,-1.661233,-0.001139
Fc1c(Cl)cc2c(c1Cl)OB1Oc3c(cc(Cl)c(F)c3Cl)N12,1.268468,0.684758,0.02981,1.27309,1.99882,3.72691,1.69828,0.67499,11.5908,86.3798,0.02946,1.26162,1.99881,3.73838,1.7101,0.5868470736312146,7e-06,-1.641867,0.000218
Fc1c(Cl)ccc2c1OB1Oc3c(ccc(Cl)c3F)N12,1.218801,0.682003,0.02989,1.26653,1.99884,3.73347,1.70474,0.674114,13.5791,86.5932,0.02961,1.25761,1.99883,3.74239,1.71396,0.5868470736312146,-1.9e-05,1.349639,0.000214
Fc1cc(Br)cc2c1OB1Oc3c(F)cc(Br)cc3N12,1.230998,0.67783,0.02984,1.26025,1.99884,3.73975,1.71107,0.675587,14.2005,86.857,0.02962,1.25887,1.99884,3.74113,1.71267,0.5862177470106985,-3e-05,2.469243,0.000114
Fc1cc(F)c2c(c1)N1B(O2)Oc2c(F)cc(F)cc21,1.190083,0.712346,0.03086,1.315,1.99886,3.685,1.65529,0.673938,14.7651,86.6463,0.02956,1.25841,1.99885,3.74159,1.71319,0.5862177470106985,8e-06,-1.561447,0.000182
Fc1cc(F)c2c(c1)N1[BH-](O2)Oc2c(F)cc(F)cc21,1.244937,0.547522,0.02848,0.84991,1.99912,4.15009,2.12249,0.567302,9.3662,98.2511,0.02734,0.87093,1.99921,4.12907,2.10253,0.5838577721837633,0.000222,-1.852082,1.053316
Fc1cc2c(c(F)c1C(F)(F)F)OB1Oc3c(cc(F)c(C(F)(F)F)c3F)N12,1.203743,0.721102,0.03081,1.32391,1.99887,3.67609,1.64642,0.681165,17.6256,86.6377,0.02944,1.26494,1.99885,3.73506,1.70676,0.5862177470106985,0.0,1.73394,-0.000144
Fc1cc2c(c(F)c1Cl)OB1Oc3c(cc(F)c(Cl)c3F)N12,1.222396,0.713072,0.03067,1.31337,1.99886,3.68663,1.6571,0.677988,15.4289,86.6546,0.02949,1.26165,1.99884,3.73835,1.71001,0.5862177470106985,-3e-06,-1.63787,0.000352
Fc1cc2c(c(F)c1Cl)O[BH-]1Oc3c(cc(F)c(Cl)c3F)N12,1.278803,0.548494,0.02808,0.85153,1.99911,4.14847,2.12128,0.565473,9.2876,98.1824,0.02712,0.87053,1.9992,4.12947,2.10315,0.5843297671491504,1.7e-05,-2.082275,-1.136661
Fc1cc2c(cc1F)N1B(O2)Oc2cc(F)c(F)cc21,1.192056,0.700229,0.03044,1.30348,1.99884,3.69652,1.66724,0.664389,10.1372,86.0195,0.02941,1.25285,1.99883,3.74715,1.71891,0.5865324103209566,1.2e-05,-1.82324,3e-05
Fc1cc2c(cc1F)N1[BH-](O2)Oc2cc(F)c(F)cc21,1.267268,0.553064,0.02753,0.85571,1.99913,4.14429,2.11763,0.560834,10.8229,98.492,0.02726,0.86787,1.99921,4.13213,2.10566,0.5850377595972309,-0.000346,2.261252,-0.776632
Fc1ccc2c(c1)N1B(O2)Oc2ccc(F)cc21,1.196206,0.702211,0.03074,1.3082,1.99886,3.6918,1.6622,0.664795,11.1829,86.1497,0.02955,1.25375,1.99885,3.74625,1.71784,0.5859030837004405,2.1e-05,1.810209,7.4e-05
Fc1ccc2c(c1)OB1Oc3cc(F)ccc3N12,1.197065,0.676207,0.02999,1.26712,1.99884,3.73288,1.70406,0.660655,8.206,85.9069,0.02956,1.24934,1.99882,3.75066,1.72227,0.5868470736312146,1.1e-05,1.499406,0.000782
Fc1cccc2c1OB1Oc3c(F)cccc3N12,1.184397,0.675698,0.02995,1.26008,1.99884,3.73992,1.71112,0.668943,12.6619,86.7116,0.02969,1.25367,1.99883,3.74633,1.7178,0.5868470736312146,8e-06,-1.201678,0.000199
N#Cc1c(Br)c(C(F)(F)F)cc2c1OB1Oc3c(cc(C(F)(F)F)c(Br)c3C#N)N12,1.305612,0.712119,0.0255,1.32008,1.9988,3.67992,1.65563,0.680996,10.0298,86.1284,0.02917,1.26937,1.9988,3.73063,1.70265,0.5867684078036501,0.000727,-2.139099,0.007904
N#Cc1c(Br)c(O)cc2c1OB1Oc3c(cc(O)c(Br)c3C#N)N12,1.307518,0.703416,0.03002,1.30757,1.99884,3.69243,1.66357,0.675766,13.6614,86.6226,0.02919,1.26798,1.99883,3.73202,1.70399,0.5867684078036501,0.000243,1.552095,-2.4e-05
N#Cc1c(Br)c(O)cc2c1O[BH-]1Oc3c(cc(O)c(Br)c3C#N)N12,1.391701,0.556836,0.0258,0.86198,1.9991,4.13802,2.11313,0.560631,9.8907,98.2992,0.02621,0.87026,1.99917,4.12974,2.10437,0.5836217747010699,-0.009218,2.002466,1.463376
N#Cc1c(F)c(Cl)cc2c1OB1Oc3c(cc(Cl)c(F)c3C#N)N12,1.300081,0.710802,0.02994,1.31052,1.99881,3.68948,1.66073,0.678465,10.1678,86.1322,0.02912,1.26611,1.9988,3.73389,1.70597,0.5868470736312146,-0.000113,-1.706859,0.000321
N#Cc1c(F)cc2c(c1C(F)(F)F)OB1Oc3c(cc(F)c(C#N)c3C(F)(F)F)N12,1.294202,0.717713,0.02546,1.33058,1.99883,3.66942,1.64513,0.683502,16.7221,85.6616,0.0291,1.27381,1.99883,3.72619,1.69826,0.591724354940214,-2.1e-05,-1.043035,-0.001963
N#Cc1c(F)cc2c(c1Cl)OB1Oc3c(cc(F)c(C#N)c3Cl)N12,1.266391,0.721932,0.03047,1.32432,1.99886,3.67568,1.64635,0.685433,16.0004,86.4412,0.02937,1.2721,1.99885,3.7279,1.69968,0.5867684078036501,-5.2e-05,-1.383939,-0.001046
N#Cc1c(F)cc2c(c1Cl)O[BH-]1Oc3c(cc(F)c(C#N)c3Cl)N12,1.295411,0.546818,0.02669,0.85509,1.99908,4.14491,2.11914,0.56195,8.1083,98.5664,0.02644,0.87283,1.99917,4.12717,2.10157,0.5835431088735054,-3.8e-05,-1.683106,1.357294
N#Cc1c(N)c(Br)cc2c1OB1Oc3c(cc(Br)c(N)c3C#N)N12,1.295452,0.693821,0.02986,1.29348,1.9988,3.70652,1.67786,0.667318,7.4135,86.5085,0.0292,1.25673,1.99879,3.74327,1.71528,0.5873977344241661,-0.002533,2.216444,0.002558
N#Cc1c(N)c(Br)cc2c1O[BH-]1Oc3c(cc(Br)c(N)c3C#N)N12,1.397018,0.56402,0.02594,0.86277,1.99912,4.13723,2.11216,0.561261,12.0485,98.0861,0.02646,0.86682,1.99919,4.13318,2.10753,0.5849590937696665,-0.00035,2.544052,1.362362
N#Cc1c(N)c(O)cc2c1OB1Oc3c(cc(O)c(N)c3C#N)N12,1.267624,0.687928,0.02984,1.28768,1.99883,3.71232,1.68365,0.664443,10.3623,86.5337,0.0292,1.25733,1.99882,3.74267,1.71465,0.5872404027690371,0.000597,-1.410026,-0.004297
N#Cc1c(N)c(O)cc2c1O[BH-]1Oc3c(cc(O)c(N)c3C#N)N12,1.375672,0.561711,0.02611,0.86362,1.99913,4.13638,2.11115,0.563278,10.4168,98.4302,0.02657,0.86958,1.99919,4.13042,2.10466,0.5840937696664569,0.001309,-1.652453,-1.388407
N#Cc1c(N)cc2c(c1Cl)OB1Oc3c(cc(N)c(C#N)c3Cl)N12,1.311749,0.674983,0.02963,1.26282,1.99885,3.73718,1.7087,0.679643,17.4444,86.5554,0.02961,1.27088,1.99886,3.72912,1.70066,0.5873190685966017,5e-06,-1.429185,-0.000476
N#Cc1c(N)cc2c(c1Cl)O[BH-]1Oc3c(cc(N)c(C#N)c3Cl)N12,1.329674,0.54925,0.02679,0.85869,1.9991,4.14131,2.11543,0.563114,7.6161,99.2099,0.02664,0.87385,1.99917,4.12615,2.10034,0.5840937696664569,-0.001169,-1.729886,1.340754
N#Cc1c(N)cc2c(c1O)OB1Oc3c(cc(N)c(C#N)c3O)N12,1.243103,0.672261,0.02946,1.25701,1.99887,3.74299,1.71466,0.67704,18.4164,86.9383,0.02941,1.26641,1.99888,3.73359,1.7053,0.5875550660792952,-0.005426,-1.659062,0.000574
N#Cc1c(N)cc2c(c1O)O[BH-]1Oc3c(cc(N)c(C#N)c3O)N12,1.268854,0.546675,0.02739,0.85528,1.99911,4.14472,2.11821,0.566729,8.0268,98.7286,0.02709,0.87529,1.99919,4.12471,2.09844,0.5821271239773442,0.001757,-2.054381,-1.098523
N#Cc1c(O)c(C(F)(F)F)cc2c1OB1Oc3c(cc(C(F)(F)F)c(O)c3C#N)N12,1.278832,0.700248,0.02972,1.29406,1.9988,3.70594,1.67742,0.67384,6.7084,85.856,0.02913,1.26109,1.99878,3.73891,1.711,0.5873190685966017,0.007018,2.175222,0.007154
N#Cc1c(O)c(C(F)(F)F)cc2c1O[BH-]1Oc3c(cc(C(F)(F)F)c(O)c3C#N)N12,1.356368,0.562435,0.02562,0.85972,1.9991,4.14028,2.11555,0.558418,12.6807,97.6156,0.02624,0.86485,1.99918,4.13515,2.10973,0.5846444304594084,0.00988,2.486659,-1.407325
N#Cc1c([N+](=O)[O-])cc2c(c1Br)OB1Oc3c(cc([N+](=O)[O-])c(C#N)c3Br)N12,1.275336,0.687701,0.0293,1.27361,1.99882,3.72639,1.69827,0.689631,12.3313,85.9312,0.02925,1.2737,1.99882,3.7263,1.69823,0.5868470736312146,-3.1e-05,-1.402746,-0.000469
N#Cc1c([N+](=O)[O-])cc2c(c1C#N)OB1Oc3c(cc([N+](=O)[O-])c(C#N)c3C#N)N12,1.308562,0.692382,0.0291,1.27973,1.99881,3.72027,1.69236,0.694303,11.1029,85.5277,0.02905,1.27977,1.99881,3.72023,1.69237,0.5870044052863436,-1e-06,-1.892788,-6e-06
N#Cc1c([N+](=O)[O-])ccc2c1OB1Oc3c(ccc([N+](=O)[O-])c3C#N)N12,1.278736,0.681968,0.02909,1.27237,1.99882,3.72763,1.69971,0.687051,14.5109,85.7711,0.02912,1.27638,1.99883,3.72362,1.69568,0.5874764002517306,-1e-06,1.220259,0.000157
N#Cc1c2c(cc(C(F)(F)F)c1C(F)(F)F)N1B(O2)Oc2c1cc(C(F)(F)F)c(C(F)(F)F)c2C#N,-0.53288,-0.276633,0.00683,-0.37099,1.99993,9.37099,7.36423,-0.278099,120.3879,273.4507,0.0068,-0.37241,1.99993,9.37241,7.36569,0.4233008181246067,-3.101243,-3.229078,0.416515
N#Cc1c2c(cc(C(F)(F)F)c1C(F)(F)F)N1[BH-](O2)Oc2c1cc(C(F)(F)F)c(C(F)(F)F)c2C#N,1.312714,0.548527,0.02571,0.85371,1.99906,4.14629,2.12152,0.556863,10.75,97.6874,0.02584,0.86786,1.99915,4.13214,2.10715,0.5838577721837633,0.015674,2.473337,-1.563263
N#Cc1cc(Br)c2c(c1)N1B(O2)Oc2c(Br)cc(C#N)cc21,1.286663,0.69111,0.02962,1.27779,1.99883,3.72221,1.69376,0.679758,10.6364,86.5423,0.02934,1.26479,1.99881,3.73521,1.70706,0.5871617369414727,1e-06,-1.042783,9.7e-05
N#Cc1cc(Br)c2c(c1)N1[BH-](O2)Oc2c(Br)cc(C#N)cc21,1.329302,0.561998,0.02588,0.85872,1.99909,4.14128,2.11631,0.560836,9.7803,98.692,0.02642,0.86665,1.99918,4.13335,2.10775,0.5844870988042794,0.000206,-1.174578,-1.575541
N#Cc1cc(F)cc2c1OB1Oc3c(C#N)cc(F)cc3N12,1.273795,0.713683,0.03014,1.31752,1.99884,3.68248,1.6535,0.67721,11.9524,86.1695,0.02917,1.26715,1.99883,3.73285,1.70484,0.5868470736312146,-2.6e-05,-1.331947,0.000134
N#Cc1cc(O)cc2c1OB1Oc3c(C#N)cc(O)cc3N12,1.267644,0.703646,0.03013,1.308,1.99884,3.692,1.66303,0.672672,12.87,86.4715,0.02924,1.26485,1.99884,3.73515,1.70707,0.5871617369414727,-0.00022,-1.35159,-0.000571
N#Cc1cc(O)cc2c1O[BH-]1Oc3c(C#N)cc(O)cc3N12,1.351401,0.557532,0.02595,0.86099,1.9991,4.13901,2.11395,0.562355,10.3013,98.273,0.02641,0.87024,1.99918,4.12976,2.10418,0.5843297671491504,-0.013751,-1.537368,1.305806
N#Cc1cc2c(c(Br)c1F)OB1Oc3c(cc(C#N)c(F)c3Br)N12,1.30617,0.695812,0.02963,1.28324,1.99882,3.71676,1.68832,0.680278,9.989,85.9699,0.02928,1.26487,1.9988,3.73513,1.70705,0.5866897419760856,2.8e-05,-1.104869,-0.00018
N#Cc1cc2c(c(Cl)c1Br)OB1Oc3c(cc(C#N)c(Br)c3Cl)N12,1.303138,0.693507,0.02972,1.28195,1.99883,3.71805,1.6895,0.681974,11.2476,86.5343,0.0294,1.26688,1.99881,3.73312,1.7049,0.5871617369414727,-1e-05,-1.636914,0.000364
N#Cc1cc2c(c(F)c1C(F)(F)F)OB1Oc3c(cc(C#N)c(C(F)(F)F)c3F)N12,1.239389,0.697534,0.02965,1.2787,1.99884,3.7213,1.6928,0.686299,14.9884,86.3808,0.02938,1.26664,1.99883,3.73336,1.70514,0.5868470736312146,6e-05,-1.877254,-0.000761
N#Cc1cc2c(c(F)c1C(F)(F)F)O[BH-]1Oc3c(cc(C#N)c(C(F)(F)F)c3F)N12,1.283424,0.537943,0.02752,0.841,1.99908,4.159,2.13241,0.560599,10.4599,97.5275,0.0266,0.86698,1.99918,4.13302,2.10723,0.5842511013215859,-0.036137,-2.321193,-1.319193
N#Cc1cc2c(c(N)c1N)OB1Oc3c(cc(C#N)c(N)c3N)N12,1.300388,0.678372,0.0295,1.26739,1.99884,3.73261,1.70427,0.669245,8.8635,86.1268,0.02941,1.25719,1.99882,3.74281,1.71458,0.5879483952171177,1.1e-05,-1.760811,-0.000172
N#Cc1cc2c(cc1Br)N1B(O2)Oc2cc(C#N)c(Br)cc21,1.262302,0.71274,0.03057,1.3145,1.99886,3.6855,1.65607,0.679212,13.8556,86.1379,0.02948,1.2655,1.99885,3.7345,1.70618,0.5860604153555695,-0.001907,2.643504,-0.001215
N#Cc1ccc2c(c1)N1B(O2)Oc2ccc(C#N)cc21,1.246376,0.688949,0.02984,1.27701,1.99884,3.72299,1.69431,0.671764,8.5885,86.0938,0.02947,1.25718,1.99883,3.74282,1.71453,0.5862177470106985,-1.8e-05,2.073765,-3.7e-05
N#Cc1ccc2c(c1O)OB1Oc3c(ccc(C#N)c3O)N12,1.199137,0.703501,0.02992,1.29487,1.99888,3.70513,1.67633,0.678831,15.1917,86.863,0.02927,1.26329,1.99885,3.73671,1.70859,0.5872404027690371,0.003838,1.313242,-0.001403
N#Cc1cccc2c1OB1Oc3c(C#N)cccc3N12,1.260019,0.711489,0.03021,1.31495,1.99883,3.68505,1.65601,0.672237,9.5455,86.395,0.02927,1.26231,1.99881,3.73769,1.70961,0.5870044052863436,0.001126,-0.969559,-0.000817
Nc1c(Br)c(Br)cc2c1OB1Oc3c(cc(Br)c(Br)c3N)N12,1.250814,0.679161,0.02967,1.26832,1.99887,3.73168,1.70313,0.67084,13.1185,87.3015,0.02932,1.25916,1.99885,3.74084,1.71267,0.5881057268722467,9e-06,-2.305164,-0.019591
Nc1c(Br)c(Br)cc2c1O[BH-]1Oc3c(cc(Br)c(Br)c3N)N12,1.323999,0.5622,0.02621,0.8641,1.99918,4.1359,2.11051,0.57077,9.3446,98.6975,0.02691,0.87544,1.99922,4.12456,2.09843,0.5849590937696665,-0.002767,2.708334,-1.438493
Nc1c(Br)cc2c(c1C(F)(F)F)OB1Oc3c(cc(Br)c(N)c3C(F)(F)F)N12,1.266047,0.688299,0.0298,1.29253,1.9988,3.70747,1.67886,0.663556,9.3879,86.4067,0.02912,1.25684,1.99879,3.74316,1.71525,0.5937696664568911,2e-06,-1.689516,-0.014333
Nc1c(F)c([N+](=O)[O-])cc2c1OB1Oc3c(cc([N+](=O)[O-])c(F)c3N)N12,1.260296,0.671939,0.02926,1.25902,1.99883,3.74098,1.71289,0.674769,9.2562,86.0712,0.02925,1.26038,1.99883,3.73962,1.71154,0.5873190685966017,0.000104,-2.076508,-0.000196
Nc1c(O)cc2c(c1F)OB1Oc3c(cc(O)c(N)c3F)N12,1.201955,0.686387,0.03046,1.28559,1.99885,3.71441,1.6851,0.663533,13.7661,86.7098,0.02965,1.252,1.99884,3.748,1.71952,0.5862177470106985,-0.001801,-1.610977,-0.003426
Nc1c(O)cc2c(c1F)O[BH-]1Oc3c(cc(O)c(N)c3F)N12,1.281463,0.555574,0.02837,0.85713,1.99914,4.14287,2.11536,0.568462,9.2684,98.6851,0.02758,0.87125,1.99922,4.12875,2.10195,0.5840151038388924,0.002685,-1.974078,-1.11512
Nc1c([N+](=O)[O-])cc2c(c1[N+](=O)[O-])OB1Oc3c(cc([N+](=O)[O-])c(N)c3[N+](=O)[O-])N12,1.325056,0.693889,0.02518,1.29274,1.99873,3.70726,1.68336,0.674133,3.1313,84.9941,0.02908,1.26244,1.99873,3.73756,1.70975,0.5933763373190686,-1.1e-05,-1.659905,-0.012443
Nc1cc(Cl)cc2c1OB1Oc3c(N)cc(Cl)cc3N12,1.211486,0.664576,0.02961,1.25307,1.99886,3.74693,1.71846,0.66715,12.0313,87.2536,0.02937,1.25593,1.99885,3.74407,1.71584,0.5882630585273757,0.0,-1.879725,0.016578
Nc1cc(F)cc2c1OB1Oc3c(N)cc(F)cc3N12,1.181051,0.661508,0.0296,1.2502,1.99886,3.7498,1.72134,0.665246,12.4009,87.1016,0.02933,1.25529,1.99886,3.74471,1.71651,0.5884203901825047,-2.8e-05,-1.524352,0.0173
