can,APT_charge,ES_root_Mulliken_charge,ES_root_NPA_Rydberg,ES_root_NPA_charge,ES_root_NPA_core,ES_root_NPA_total,ES_root_NPA_valence,Mulliken_charge,NMR_anisotropy,NMR_shift,NPA_Rydberg,NPA_charge,NPA_core,NPA_total,NPA_valence,VBur,X,Y,Z
CC(C)(C)c1cc(Cl)c2c(c1)-c1cc(Cl)cc3c1B(O2)Oc1c(Cl)cc(C(C)(C)C)cc1-3,1.464217,0.412217,0.02519,1.12426,1.99858,3.87574,1.85197,0.473124,18.1848,83.9348,0.02467,1.186,1.9986,3.814,1.79074,0.6231120201384519,0.000316,-1.190103,0.000248
CC(C)(C)c1cc(Cl)c2c(c1)-c1cc(Cl)cc3c1[BH-](O2)Oc1c(Cl)cc(C(C)(C)C)cc1-3,1.280731,0.357634,0.0213,0.69486,1.99868,4.30514,2.28517,0.399677,20.5288,108.7754,0.02051,0.71683,1.99871,4.28317,2.26396,0.625157331655129,0.000799,-1.270519,0.507948
CC(C)(C)c1cc(F)c2c(c1)-c1cc(N)cc3c1B(O2)Oc1c(F)cc(C(C)(C)C)cc1-3,1.463565,0.456547,0.0249,1.15054,1.99862,3.84946,1.82594,0.454925,19.7835,83.907,0.02506,1.17328,1.99858,3.82672,1.80308,0.6208307111390812,4e-06,-1.284361,0.008779
CC(C)(C)c1cc(F)c2c(c1)-c1cc(N)cc3c1[BH-](O2)Oc1c(F)cc(C(C)(C)C)cc1-3,1.271633,0.359216,0.02173,0.69214,1.9987,4.30786,2.28743,0.3992,19.546,108.8291,0.02067,0.71823,1.99873,4.28177,2.26237,0.6238200125865324,-0.001467,-1.393695,0.441587
CC(C)(C)c1cc2c(c([N+](=O)[O-])c1)OB1Oc3c(cc(C(C)(C)C)cc3[N+](=O)[O-])-c3cc(C#N)cc-2c31,1.516848,0.4847,0.02417,1.19042,1.99859,3.80958,1.78682,0.48788,19.5721,84.2597,0.02417,1.19169,1.99858,3.80831,1.78556,0.6301919446192574,-0.001661,-0.946118,-0.000749
CC(C)(C)c1cc2c(c([N+](=O)[O-])c1)O[BH-]1Oc3c(cc(C(C)(C)C)cc3[N+](=O)[O-])-c3cc(C#N)cc-2c31,1.322218,0.367508,0.02001,0.69494,1.99864,4.30506,2.28642,0.392826,18.5677,109.1495,0.02,0.70931,1.99866,4.29069,2.27203,0.6330239144115796,0.021655,-1.011754,-0.525472
CC(C)(C)c1cc2c3c(c1)-c1cc(C#N)cc(C(C)(C)C)c1OB3Oc1c-2cc(C#N)cc1C(C)(C)C,1.547621,0.399679,0.02485,1.11826,1.99854,3.88174,1.85835,0.459099,17.5968,83.8168,0.02457,1.18311,1.99855,3.81689,1.79377,0.6609502831969792,-0.006168,-0.822363,6e-06
CC(C)(C)c1cc2c3c(c1)-c1cc(C#N)cc(C(C)(C)C)c1O[BH-]3Oc1c-2cc(C#N)cc1C(C)(C)C,1.326945,0.35507,0.02063,0.68543,1.9987,4.31457,2.29524,0.39132,16.7069,109.0347,0.01966,0.70961,1.99872,4.29039,2.272,0.6666142227816236,0.017209,-0.909058,0.659266
CC(C)(C)c1cc2c3c(c1)-c1cc(C(C)(C)C)cc(C(C)(C)C)c1OB3Oc1c-2cc(C(C)(C)C)cc1C(C)(C)C,1.493737,0.384991,0.0253,1.1084,1.99857,3.8916,1.86773,0.455959,16.6115,83.953,0.02477,1.17889,1.99859,3.82111,1.79775,0.6637822529893015,-0.009575,-1.004144,0.00027
CC(C)(C)c1cc2c3c(c1)-c1cc(C(C)(C)C)cc(C(C)(C)C)c1O[BH-]3Oc1c-2cc(C(C)(C)C)cc1C(C)(C)C,1.286967,0.359803,0.02081,0.69083,1.99872,4.30917,2.28963,0.401382,19.3482,109.3158,0.02027,0.71513,1.99874,4.28487,2.26586,0.6701541850220264,-0.011056,-1.109786,0.497019
CC(C)(C)c1cc2c3c(c1)-c1cc(C(F)(F)F)cc(C#N)c1OB3Oc1c(C#N)cc(C(F)(F)F)cc1-2,1.493201,0.426185,0.02445,1.12721,1.99856,3.87279,1.84978,0.479376,18.8195,82.9448,0.02442,1.19276,1.99857,3.80724,1.78425,0.6235840151038389,0.013469,-1.579938,0.000189
CC(C)(C)c1cc2c3c(c1)-c1cc(C(F)(F)F)cc(C#N)c1O[BH-]3Oc1c(C#N)cc(C(F)(F)F)cc1-2,1.294177,0.359055,0.02029,0.69237,1.99865,4.30763,2.28868,0.387729,17.2061,108.2618,0.01957,0.70934,1.99868,4.29066,2.27241,0.6235840151038389,0.005798,-1.672044,0.547199
CC(C)(C)c1cc2c3c(c1)-c1cc(C(F)(F)F)cc(F)c1OB3Oc1c(F)cc(C(F)(F)F)cc1-2,1.431336,0.419916,0.02532,1.1283,1.99859,3.8717,1.84779,0.472571,19.3021,83.415,0.02478,1.18401,1.99859,3.81599,1.79263,0.6205947136563876,0.013695,-1.764731,-0.010932
CC(C)(C)c1cc2c3c(c1)-c1cc(C(F)(F)F)cc(F)c1O[BH-]3Oc1c(F)cc(C(F)(F)F)cc1-2,1.250301,0.35034,0.02159,0.6891,1.99868,4.3109,2.29063,0.392779,18.4598,108.5122,0.02029,0.71245,1.99871,4.28755,2.26856,0.6237413467589679,-0.007074,-1.87018,0.440774
CC(C)(C)c1cc2c3c(c1)-c1cc(Cl)cc(C(F)(F)F)c1OB3Oc1c-2cc(Cl)cc1C(F)(F)F,1.474262,0.417358,0.02479,1.13197,1.99857,3.86803,1.84467,0.471559,17.6787,83.6987,0.02448,1.18954,1.99858,3.81046,1.78739,0.6344398993077407,-0.015813,-0.899538,-6.3e-05
CC(C)(C)c1cc2c3c(c1)-c1cc(Cl)cc(C(F)(F)F)c1O[BH-]3Oc1c-2cc(Cl)cc1C(F)(F)F,1.268391,0.358057,0.02083,0.69331,1.99867,4.30669,2.28719,0.39357,18.7426,108.6173,0.02002,0.71326,1.9987,4.28674,2.26803,0.6346758967904342,0.015427,-0.984563,-0.63387
CC(C)(C)c1cc2c3c(c1)-c1cc(N)cc(F)c1OB3Oc1c(F)cc(N)cc1-2,1.390694,0.436567,0.02527,1.15972,1.99859,3.84028,1.81642,0.461154,19.4365,84.5296,0.02482,1.17603,1.99862,3.82397,1.80053,0.6200440528634361,0.028654,-1.732998,0.000719
CC(C)(C)c1cc2c3c(c1)-c1cc(N)cc(F)c1O[BH-]3Oc1c(F)cc(N)cc1-2,1.216193,0.355843,0.02156,0.69472,1.9987,4.30528,2.28502,0.402422,20.1005,109.144,0.02101,0.71917,1.99873,4.28083,2.26109,0.6256293266205161,-0.029357,-1.835442,0.456699
CC(C)(C)c1cc2c3c(c1)-c1cc(O)cc(Br)c1OB3Oc1c(Br)cc(O)cc1-2,1.401151,0.436673,0.02487,1.15813,1.99856,3.84187,1.81843,0.46423,17.4931,84.0522,0.0245,1.18187,1.99859,3.81813,1.79504,0.6241346758967904,-0.02501,-0.791957,-5e-06
CC(C)(C)c1cc2c3c(c1)-c1cc(O)cc(Br)c1O[BH-]3Oc1c(Br)cc(O)cc1-2,1.233936,0.358025,0.02109,0.69593,1.99868,4.30407,2.28431,0.399692,21.0925,108.8671,0.02061,0.71829,1.99871,4.28171,2.26239,0.6262586532410321,0.027388,-0.884378,-0.634751
CN(C)c1cc(F)cc2c1OB1Oc3c(cc(F)cc3N(C)C)-c3cc(C(C)(C)C)cc-2c31,1.402667,0.411214,0.02533,1.14819,1.99856,3.85181,1.82792,0.453152,17.5413,84.0185,0.02477,1.17798,1.99859,3.82202,1.79866,0.6424638137193204,0.027095,-1.049882,0.079524
CN(C)c1cc(F)cc2c1O[BH-]1Oc3c(cc(F)cc3N(C)C)-c3cc(C(C)(C)C)cc-2c31,1.221232,0.354106,0.02109,0.69857,1.9987,4.30143,2.28164,0.39583,19.1247,108.663,0.02046,0.72314,1.99873,4.27686,2.25768,0.6333385777218377,0.025664,-1.13031,-0.736276
CN(C)c1cc(N)cc2c1OB1Oc3c(cc(N)cc3N(C)C)-c3cc(Br)cc-2c31,1.411189,0.431364,0.02519,1.16503,1.99858,3.83497,1.81119,0.455808,18.1009,84.7533,0.0247,1.17593,1.99862,3.82407,1.80076,0.6417558212712398,8.3e-05,-1.083938,-0.081926
CN(C)c1cc(N)cc2c1O[BH-]1Oc3c(cc(N)cc3N(C)C)-c3cc(Br)cc-2c31,1.223557,0.365341,0.02129,0.6925,1.99873,4.3075,2.28749,0.410033,19.8278,109.7107,0.02103,0.71769,1.99876,4.28231,2.26251,0.664647577092511,0.083018,-1.189778,-0.472391
CN(C)c1cc(O)c2c(c1)-c1cccc3c1B(O2)Oc1c(O)cc(N(C)C)cc1-3,1.393517,0.429908,0.02545,1.1636,1.99861,3.8364,1.81234,0.463562,19.0828,84.3091,0.02482,1.18142,1.99864,3.81858,1.79512,0.6234266834487099,0.002194,1.048971,-0.041139
CN(C)c1cc(O)c2c(c1)-c1cccc3c1[BH-](O2)Oc1c(O)cc(N(C)C)cc1-3,1.213871,0.367436,0.02154,0.70064,1.99876,4.29936,2.27906,0.410855,20.8782,108.2416,0.02085,0.72797,1.99878,4.27203,2.2524,0.6332599118942731,9.1e-05,1.135595,0.356779
CN(C)c1cc([N+](=O)[O-])cc2c1OB1Oc3c(cc([N+](=O)[O-])cc3N(C)C)-c3cccc-2c31,1.480405,0.463706,0.02477,1.18259,1.99858,3.81741,1.79406,0.467564,18.3059,83.4041,0.02477,1.1856,1.99857,3.8144,1.79106,0.6423851478917558,-1.7e-05,0.424342,0.034077
CN(C)c1cc([N+](=O)[O-])cc2c1O[BH-]1Oc3c(cc([N+](=O)[O-])cc3N(C)C)-c3cccc-2c31,1.326344,0.373661,0.02045,0.69621,1.99872,4.30379,2.28462,0.391495,16.5967,108.8011,0.01999,0.70738,1.99872,4.29262,2.27391,0.657803650094399,-0.044798,0.479676,-0.530844
CN(C)c1cc2c(c(C(F)(F)F)c1)OB1Oc3c(cc(N(C)C)cc3C(F)(F)F)-c3cc(C(F)(F)F)cc-2c31,1.441121,0.451708,0.02474,1.17788,1.99861,3.82212,1.79878,0.471149,17.5566,84.6869,0.02435,1.18583,1.99863,3.81417,1.79118,0.6331812460667087,0.002007,-0.974575,0.001144
CN(C)c1cc2c(c(C(F)(F)F)c1)O[BH-]1Oc3c(cc(N(C)C)cc3C(F)(F)F)-c3cc(C(F)(F)F)cc-2c31,1.247007,0.36094,0.02089,0.69541,1.99868,4.30459,2.28502,0.398838,19.9213,108.7682,0.02043,0.71562,1.99871,4.28438,2.26524,0.6364065449968533,-0.027568,-1.067999,-0.579996
CN(C)c1cc2c3c(c1)-c1cc(C(C)(C)C)cc(C(F)(F)F)c1OB3Oc1c-2cc(C(C)(C)C)cc1C(F)(F)F,1.561115,0.469747,0.0244,1.17325,1.9986,3.82675,1.80374,0.452118,17.7021,83.3899,0.02479,1.18037,1.99856,3.81963,1.79628,0.6341252359974827,6e-06,-0.903711,-0.000208
CN(C)c1cc2c3c(c1)-c1cc(C(C)(C)C)cc(C(F)(F)F)c1O[BH-]3Oc1c-2cc(C(C)(C)C)cc1C(F)(F)F,1.294645,0.362173,0.021,0.69389,1.99869,4.30611,2.28643,0.395293,19.1776,108.5096,0.02012,0.71635,1.99871,4.28365,2.26482,0.6336532410320956,0.023656,-0.949151,-0.587996
CN(C)c1cc2c3c(c1)-c1cc(C(F)(F)F)ccc1OB3Oc1ccc(C(F)(F)F)cc1-2,1.493491,0.46856,0.02466,1.16975,1.99861,3.83025,1.80697,0.447544,21.1487,83.1098,0.02506,1.17253,1.99857,3.82747,1.80384,0.619572057898049,-5e-06,-1.866725,0.01464
CN(C)c1cc2c3c(c1)-c1cc(C(F)(F)F)ccc1O[BH-]3Oc1ccc(C(F)(F)F)cc1-2,1.269453,0.359146,0.02133,0.688,1.99871,4.312,2.29196,0.38795,17.0663,108.7668,0.02014,0.71261,1.99872,4.28739,2.26852,0.6235053492762744,-0.008064,-1.999156,0.334027
CN(C)c1cc2c3c(c1)-c1cc(O)cc(C(C)(C)C)c1OB3Oc1c-2cc(O)cc1C(C)(C)C,1.474602,0.445416,0.02453,1.14905,1.99859,3.85095,1.82783,0.443912,17.4395,84.2453,0.02477,1.16902,1.99856,3.83098,1.80765,0.6642542479546885,-5e-06,-0.595522,-0.005525
CN(C)c1cc2c3c(c1)-c1cc(O)cc(C(C)(C)C)c1O[BH-]3Oc1c-2cc(O)cc1C(C)(C)C,1.231823,0.363383,0.02088,0.69138,1.99873,4.30862,2.28901,0.404036,19.3968,109.4585,0.02052,0.71763,1.99875,4.28237,2.26309,0.6744021397105098,0.046734,-0.698691,-0.56918
CN(C)c1cc2c3c(c1)-c1cc([N+](=O)[O-])cc(O)c1OB3Oc1c(O)cc([N+](=O)[O-])cc1-2,1.572311,0.461253,0.02504,1.18243,1.99857,3.81757,1.79396,0.463507,18.2813,82.9433,0.02506,1.18406,1.99857,3.81594,1.79231,0.6268093140339837,-1e-06,-1.559368,-0.000102
CN(C)c1cc2c3c(c1)-c1cc([N+](=O)[O-])cc(O)c1O[BH-]3Oc1c(O)cc([N+](=O)[O-])cc1-2,1.339026,0.37743,0.02033,0.705,1.99874,4.295,2.27593,0.393447,17.343,107.5578,0.01995,0.71999,1.99875,4.28001,2.26131,0.6299559471365639,-0.034901,-1.63182,0.52968
COc1cc(C#N)c2c(c1)-c1cc(N(C)C)cc3c1B(O2)Oc1c(C#N)cc(OC)cc1-3,1.541814,0.471874,0.02413,1.16745,1.9986,3.83255,1.80982,0.456939,19.1423,83.4736,0.02461,1.17863,1.99856,3.82137,1.79819,0.6242133417243549,-0.063361,-1.347062,-8.9e-05
COc1cc(C#N)c2c(c1)-c1cc(N(C)C)cc3c1[BH-](O2)Oc1c(C#N)cc(OC)cc1-3,1.316958,0.364656,0.02053,0.69553,1.99868,4.30447,2.28527,0.392023,18.2207,108.5405,0.01999,0.71495,1.9987,4.28505,2.26637,0.625943989930774,0.052536,-1.398503,-0.598698
COc1cc(C(F)(F)F)cc2c1OB1Oc3c(OC)cc(C(F)(F)F)cc3-c3cc(O)cc-2c31,1.429875,0.440179,0.02507,1.136,1.9986,3.864,1.84033,0.463994,18.8457,83.6133,0.02506,1.17982,1.99858,3.82018,1.79655,0.6362492133417244,0.00164,-0.973843,0.007411
COc1cc(C(F)(F)F)cc2c1O[BH-]1Oc3c(OC)cc(C(F)(F)F)cc3-c3cc(O)cc-2c31,1.258566,0.355717,0.02152,0.68694,1.9987,4.31306,2.29284,0.395349,18.4301,108.5407,0.02034,0.71438,1.99873,4.28562,2.26656,0.6399465072372561,0.055585,-1.052489,0.432127
COc1cc(C)cc2c1OB1Oc3c(OC)cc(C)cc3-c3cc(F)cc-2c31,1.37478,0.403321,0.02555,1.119,1.99859,3.881,1.85686,0.463552,19.0287,84.1516,0.02502,1.17903,1.99861,3.82097,1.79734,0.6354625550660793,-7e-06,-0.739646,-0.000118
COc1cc(Cl)cc2c1OB1Oc3c(OC)cc(Cl)cc3-c3cc(N)cc-2c31,1.469963,0.460107,0.02486,1.1529,1.99861,3.8471,1.82363,0.455798,18.916,84.0525,0.02515,1.17464,1.99857,3.82536,1.80163,0.6360918816865954,-7.3e-05,-0.835989,-0.000731
COc1cc(Cl)cc2c1O[BH-]1Oc3c(OC)cc(Cl)cc3-c3cc(N)cc-2c31,1.248728,0.359374,0.02164,0.69013,1.99872,4.30987,2.28951,0.398013,19.559,109.0413,0.02088,0.71788,1.99873,4.28212,2.2625,0.6456104468219006,-0.072964,-0.918765,0.420524
COc1cc2c(c(C(F)(F)F)c1)OB1Oc3c(cc(OC)cc3C(F)(F)F)-c3cc(N(C)C)cc-2c31,1.553181,0.467606,0.02429,1.16997,1.99861,3.83003,1.80713,0.451673,17.7145,83.7745,0.02471,1.17908,1.99857,3.82092,1.79763,0.6338892385147892,4.2e-05,-0.669582,6.3e-05
COc1cc2c(c(C(F)(F)F)c1)O[BH-]1Oc3c(cc(OC)cc3C(F)(F)F)-c3cc(N(C)C)cc-2c31,1.274365,0.360032,0.02098,0.69511,1.99868,4.30489,2.28523,0.395033,19.3103,108.6918,0.02028,0.71648,1.99871,4.28352,2.26453,0.6360918816865954,0.002041,-0.803785,0.648574
COc1cc2c(c(N(C)C)c1)OB1Oc3c(cc(OC)cc3N(C)C)-c3cc(Br)cc-2c31,1.388577,0.431714,0.02514,1.16339,1.99858,3.83661,1.81289,0.457364,18.0764,84.4569,0.02464,1.17615,1.99861,3.82385,1.80061,0.6423851478917558,-2.4e-05,-1.215142,7.8e-05
COc1cc2c(c(N(C)C)c1)O[BH-]1Oc3c(cc(OC)cc3N(C)C)-c3cc(Br)cc-2c31,1.206096,0.3632,0.02131,0.69096,1.99873,4.30904,2.289,0.408901,19.7256,109.5471,0.02094,0.71712,1.99876,4.28288,2.26318,0.6633102580239144,0.032297,-1.315995,0.458076
COc1cc2c3c(c1)-c1cc(Br)cc(OC)c1OB3Oc1c(OC)cc(Br)cc1-2,1.473956,0.428267,0.02533,1.15079,1.99856,3.84921,1.82532,0.458518,18.5706,83.9057,0.02488,1.17715,1.99858,3.82285,1.79938,0.6291692888609188,-0.083353,1.170893,-0.074371
COc1cc2c3c(c1)-c1cc(Br)cc(OC)c1O[BH-]3Oc1c(OC)cc(Br)cc1-2,1.264027,0.353647,0.02147,0.6893,1.9987,4.3107,2.29052,0.398642,19.8066,108.8639,0.02062,0.71521,1.99873,4.28479,2.26544,0.6426211453744494,0.047493,-1.267882,0.372805
COc1cc2c3c(c1)-c1cc(C(C)(C)C)cc(C#N)c1OB3Oc1c(C#N)cc(C(C)(C)C)cc1-2,1.512287,0.458732,0.02466,1.17114,1.99856,3.82886,1.80565,0.467265,18.9172,83.3541,0.0246,1.18511,1.99857,3.81489,1.79172,0.6231906859660163,-0.059165,-1.277857,0.000573
COc1cc2c3c(c1)-c1cc(C(C)(C)C)cc(C#N)c1O[BH-]3Oc1c(C#N)cc(C(C)(C)C)cc1-2,1.316992,0.363193,0.02053,0.69511,1.99867,4.30489,2.28569,0.394023,18.5612,108.4219,0.01993,0.7148,1.9987,4.2852,2.26657,0.6255506607929515,0.061092,-1.362139,-0.527474
COc1cc2c3c(c1)-c1cc(Cl)cc(C)c1OB3Oc1c(C)cc(Cl)cc1-2,1.442961,0.411266,0.02514,1.12755,1.9986,3.87245,1.84872,0.452804,18.5952,83.6153,0.02496,1.17899,1.9986,3.82101,1.79745,0.6242920075519195,0.084591,-1.317846,-8.1e-05
COc1cc2c3c(c1)-c1cc(Cl)cc(C)c1O[BH-]3Oc1c(C)cc(Cl)cc1-2,1.253764,0.353697,0.02156,0.69366,1.99871,4.30634,2.28606,0.393606,18.4942,108.5648,0.02055,0.71922,1.99874,4.28078,2.26149,0.6262586532410321,0.087596,-1.405816,0.512077
COc1cc2c3c(c1)-c1cc(N)cc(O)c1OB3Oc1c(O)cc(N)cc1-2,1.3929,0.43451,0.02556,1.16602,1.9986,3.83398,1.80981,0.462779,18.4097,84.4356,0.02498,1.18314,1.99864,3.81686,1.79324,0.6267306482064191,-0.109607,-1.297434,-0.007263
COc1cc2c3c(c1)-c1cc(N)cc(O)c1O[BH-]3Oc1c(O)cc(N)cc1-2,1.199439,0.366843,0.02154,0.7027,1.99876,4.2973,2.27699,0.410909,20.8712,108.2464,0.02104,0.72994,1.99879,4.27006,2.25024,0.6345185651353052,-0.004715,-1.402862,0.407786
COc1cc2c3c(c1)-c1cc(O)cc(C(F)(F)F)c1OB3Oc1c-2cc(O)cc1C(F)(F)F,1.40422,0.44521,0.02475,1.16497,1.99856,3.83503,1.81172,0.46294,18.2271,84.1956,0.02447,1.18224,1.99859,3.81776,1.7947,0.6346758967904342,-0.066277,-0.441458,-1.5e-05
COc1cc2c3c(c1)-c1cc(O)cc(C(F)(F)F)c1O[BH-]3Oc1c-2cc(O)cc1C(F)(F)F,1.213053,0.360077,0.02096,0.69657,1.99868,4.30343,2.28379,0.399331,20.0381,108.6938,0.02048,0.71829,1.99871,4.28171,2.26251,0.6356198867212083,1.9e-05,-0.53242,0.627969
COc1cc2c3c(c1)-c1cc([N+](=O)[O-])cc(N)c1OB3Oc1c(N)cc([N+](=O)[O-])cc1-2,1.499086,0.458959,0.025,1.18282,1.99859,3.81718,1.79359,0.461631,18.5184,83.3661,0.02502,1.18493,1.99859,3.81507,1.79147,0.6269666456891126,-0.074441,-1.362682,-0.000834
COc1cc2c3c(c1)-c1cc([N+](=O)[O-])cc(N)c1O[BH-]3Oc1c(N)cc([N+](=O)[O-])cc1-2,1.343372,0.367785,0.02035,0.70544,1.99873,4.29456,2.27549,0.386616,16.8502,107.8816,0.01999,0.71761,1.99873,4.28239,2.26366,0.6275959723096287,-0.078167,-1.439784,-0.582631
COc1cc2c3c(c1)-c1cc([N+](=O)[O-])cc(OC)c1OB3Oc1c(OC)cc([N+](=O)[O-])cc1-2,1.511686,0.463968,0.02497,1.18017,1.99857,3.81983,1.79629,0.466693,18.7243,83.4138,0.025,1.18245,1.99856,3.81755,1.79399,0.6373505349276274,0.073893,-1.069829,0.137807
COc1cc2c3c(c1)-c1cc([N+](=O)[O-])cc(OC)c1O[BH-]3Oc1c(OC)cc([N+](=O)[O-])cc1-2,1.333174,0.3685,0.02021,0.6999,1.9987,4.3001,2.28119,0.384199,15.7839,108.1576,0.01981,0.7121,1.99871,4.2879,2.26937,0.6298772813089993,0.000146,-1.060677,0.80662
COc1ccc2c(c1)-c1cc(O)cc3c1B(O2)Oc1ccc(OC)cc1-3,1.378797,0.43002,0.02523,1.15386,1.99859,3.84614,1.82232,0.45048,20.839,84.2981,0.02492,1.17202,1.99862,3.82798,1.80444,0.6200440528634361,0.031688,-1.451119,0.000386
COc1ccc2c(c1)-c1cc(O)cc3c1[BH-](O2)Oc1ccc(OC)cc1-3,1.214229,0.354089,0.02148,0.69359,1.99871,4.30641,2.28622,0.3967,18.6023,108.9725,0.02077,0.71902,1.99874,4.28098,2.26147,0.6238200125865324,0.002962,-1.602667,0.450082
COc1cccc2c1OB1Oc3c(OC)cccc3-c3cc(Cl)cc-2c31,1.379312,0.406933,0.02556,1.12002,1.9986,3.87998,1.85581,0.468221,19.2218,84.0673,0.02491,1.18191,1.99862,3.81809,1.79456,0.6354625550660793,1.9e-05,-0.881152,7.7e-05
COc1cccc2c1O[BH-]1Oc3c(OC)cccc3-c3cc(Cl)cc-2c31,1.194851,0.355301,0.02154,0.69338,1.99872,4.30662,2.28637,0.401844,18.8204,109.2731,0.02093,0.71867,1.99875,4.28133,2.26165,0.6502517306482064,0.053971,-0.965256,0.571588
Cc1cc(Br)c2c(c1)-c1cc(F)cc3c1B(O2)Oc1c(Br)cc(C)cc1-3,1.402001,0.450074,0.02486,1.16547,1.99856,3.83453,1.81111,0.469631,17.9519,83.9044,0.02458,1.18434,1.99859,3.81566,1.7925,0.6236626809314034,2e-06,-0.18672,-7e-06
Cc1cc(Br)c2c(c1)-c1cc(F)cc3c1[BH-](O2)Oc1c(Br)cc(C)cc1-3,1.246793,0.357227,0.02121,0.69508,1.99868,4.30492,2.28503,0.39958,20.1554,108.5776,0.02039,0.71813,1.99871,4.28187,2.26278,0.6257079924480805,1.6e-05,-0.24715,0.634572
Cc1cc(C#N)c2c(c1)-c1cc(C(C)(C)C)cc3c1B(O2)Oc1c(C#N)cc(C)cc1-3,1.464294,0.42215,0.02469,1.13433,1.99857,3.86567,1.84241,0.470217,19.1995,83.3285,0.02448,1.18778,1.99858,3.81222,1.78915,0.6234266834487099,0.030962,-1.487886,2.5e-05
Cc1cc(C#N)c2c(c1)-c1cc(C(C)(C)C)cc3c1[BH-](O2)Oc1c(C#N)cc(C)cc1-3,1.293285,0.361247,0.02039,0.69591,1.99867,4.30409,2.28503,0.393474,18.0407,108.6229,0.01996,0.71353,1.99869,4.28647,2.26782,0.6242920075519195,-0.030556,-1.578641,0.582334
Cc1cc(C#N)c2c(c1)-c1cccc3c1B(O2)Oc1c(C#N)cc(C)cc1-3,1.414409,0.416603,0.02473,1.12614,1.99858,3.87386,1.85055,0.47559,19.9743,83.4739,0.02446,1.18879,1.9986,3.81121,1.78815,0.6236626809314034,0.0,0.617319,6e-06
Cc1cc(C#N)c2c(c1)-c1cccc3c1[BH-](O2)Oc1c(C#N)cc(C)cc1-3,1.276271,0.362776,0.02043,0.6961,1.99867,4.3039,2.2848,0.395399,18.3038,108.6581,0.02001,0.71335,1.99869,4.28665,2.26795,0.6247640025173065,-3e-06,0.66615,-0.576412
Cc1cc(C(C)(C)C)cc2c1OB1Oc3c(C)cc(C(C)(C)C)cc3-c3cc(N)cc-2c31,1.461313,0.432342,0.02509,1.14333,1.99862,3.85667,1.83296,0.439993,18.952,83.5295,0.02518,1.17356,1.99859,3.82644,1.80267,0.6242920075519195,6e-06,-1.2498,-0.007555
Cc1cc(C(C)(C)C)cc2c1O[BH-]1Oc3c(C)cc(C(C)(C)C)cc3-c3cc(N)cc-2c31,1.281861,0.357389,0.02166,0.69506,1.99872,4.30494,2.28455,0.395033,18.9392,108.6861,0.0207,0.72094,1.99874,4.27906,2.25962,0.6265733165512901,-5.2e-05,-1.367653,0.472689
Cc1cc(Cl)cc2c1OB1Oc3c(C)cc(Cl)cc3-c3cc(N(C)C)cc-2c31,1.507766,0.458922,0.02473,1.16729,1.99862,3.83271,1.80937,0.442141,18.6873,83.298,0.0251,1.17399,1.99858,3.82601,1.80233,0.6244493392070485,-3e-06,-1.52103,0.000116
Cc1cc(Cl)cc2c1OB1Oc3c(C)cc(Cl)cc3-c3cc(N)cc-2c31,1.459718,0.4495,0.02478,1.15244,1.99862,3.84756,1.82416,0.447111,18.8184,83.6861,0.02505,1.17559,1.99858,3.82441,1.80077,0.6242920075519195,-5e-06,-1.110934,-0.00178
Cc1cc(Cl)cc2c1O[BH-]1Oc3c(C)cc(Cl)cc3-c3cc(N(C)C)cc-2c31,1.268954,0.358079,0.02155,0.69364,1.99872,4.30636,2.28609,0.391919,18.2889,108.6065,0.02052,0.71906,1.99874,4.28094,2.26168,0.6264946507237256,0.000112,-1.609553,0.505725
Cc1cc(Cl)cc2c1O[BH-]1Oc3c(C)cc(Cl)cc3-c3cc(N)cc-2c31,1.25796,0.357029,0.02161,0.69336,1.99872,4.30664,2.28631,0.392789,18.1345,108.6212,0.02055,0.71951,1.99874,4.28049,2.2612,0.6268093140339837,-0.000249,-1.187592,0.528201
Cc1cc(F)c2c(c1)-c1cc(C(C)(C)C)cc3c1B(O2)Oc1c(F)cc(C)cc1-3,1.406335,0.403802,0.02556,1.12054,1.99859,3.87946,1.8553,0.463831,19.59,83.8585,0.02487,1.17928,1.99861,3.82072,1.79724,0.6208307111390812,0.0281,-1.728608,-4.2e-05
Cc1cc(F)c2c(c1)-c1cc(C(C)(C)C)cc3c1[BH-](O2)Oc1c(F)cc(C)cc1-3,1.232329,0.353271,0.02167,0.6929,1.99869,4.3071,2.28674,0.400051,19.2758,108.8669,0.02074,0.71745,1.99872,4.28255,2.26309,0.6242133417243549,-0.028732,-1.828712,0.472489
Cc1cc(O)cc2c1OB1Oc3c(C)cc(O)cc3-c3cc(Br)cc-2c31,1.35174,0.391399,0.02549,1.12275,1.9986,3.87725,1.85315,0.458058,19.0654,84.2106,0.0247,1.17883,1.99864,3.82117,1.79783,0.6236626809314034,-3e-06,-1.702955,-2.5e-05
Cc1cc(O)cc2c1O[BH-]1Oc3c(C)cc(O)cc3-c3cc(Br)cc-2c31,1.195187,0.355711,0.02154,0.69721,1.99872,4.30279,2.28254,0.40115,19.4894,108.9232,0.02106,0.72232,1.99875,4.27768,2.25787,0.6283826305852738,-0.000146,-1.800141,0.485457
