SMILES
Nc1c(N)c(N)c(B(c2c(N)c(N)c(N)c(N)c2N)c2c(N)c(N)c(N)c(N)c2N)c(N)c1N
Nc1c(N)c(B(c2c(N)c(N)c(O)c(N)c2N)c2c(N)c(N)c(O)c(N)c2N)c(N)c(N)c1O
Nc1c(N)c(B(c2c(N)c(N)c(Cl)c(N)c2N)c2c(N)c(N)c(Cl)c(N)c2N)c(N)c(N)c1Cl
Nc1c(N)c(B(c2c(N)c(N)c(F)c(N)c2N)c2c(N)c(N)c(F)c(N)c2N)c(N)c(N)c1F
Nc1c(N)c(B(c2c(N)c(N)c(Br)c(N)c2N)c2c(N)c(N)c(Br)c(N)c2N)c(N)c(N)c1Br
Cc1c(N)c(N)c(B(c2c(N)c(N)c(C)c(N)c2N)c2c(N)c(N)c(C)c(N)c2N)c(N)c1N
COc1c(N)c(N)c(B(c2c(N)c(N)c(OC)c(N)c2N)c2c(N)c(N)c(OC)c(N)c2N)c(N)c1N
CN(C)c1c(N)c(N)c(B(c2c(N)c(N)c(N(C)C)c(N)c2N)c2c(N)c(N)c(N(C)C)c(N)c2N)c(N)c1N
Nc1cc(N)c(N)c(B(c2c(N)c(N)cc(N)c2N)c2c(N)c(N)cc(N)c2N)c1N
N#Cc1c(N)c(N)c(B(c2c(N)c(N)c(C#N)c(N)c2N)c2c(N)c(N)c(C#N)c(N)c2N)c(N)c1N
CC(C)(C)c1c(N)c(N)c(B(c2c(N)c(N)c(C(C)(C)C)c(N)c2N)c2c(N)c(N)c(C(C)(C)C)c(N)c2N)c(N)c1N
Nc1c(N)c(C(F)(F)F)c(N)c(N)c1B(c1c(N)c(N)c(C(F)(F)F)c(N)c1N)c1c(N)c(N)c(C(F)(F)F)c(N)c1N
Nc1c(N)c([N+](=O)[O-])c(N)c(N)c1B(c1c(N)c(N)c([N+](=O)[O-])c(N)c1N)c1c(N)c(N)c([N+](=O)[O-])c(N)c1N
Nc1c(O)c(N)c(B(c2c(N)c(O)c(N)c(O)c2N)c2c(N)c(O)c(N)c(O)c2N)c(N)c1O
Nc1c(O)c(O)c(O)c(N)c1B(c1c(N)c(O)c(O)c(O)c1N)c1c(N)c(O)c(O)c(O)c1N
Nc1c(O)c(Cl)c(O)c(N)c1B(c1c(N)c(O)c(Cl)c(O)c1N)c1c(N)c(O)c(Cl)c(O)c1N
Nc1c(O)c(F)c(O)c(N)c1B(c1c(N)c(O)c(F)c(O)c1N)c1c(N)c(O)c(F)c(O)c1N
Nc1c(O)c(Br)c(O)c(N)c1B(c1c(N)c(O)c(Br)c(O)c1N)c1c(N)c(O)c(Br)c(O)c1N
Cc1c(O)c(N)c(B(c2c(N)c(O)c(C)c(O)c2N)c2c(N)c(O)c(C)c(O)c2N)c(N)c1O
COc1c(O)c(N)c(B(c2c(N)c(O)c(OC)c(O)c2N)c2c(N)c(O)c(OC)c(O)c2N)c(N)c1O
CN(C)c1c(O)c(N)c(B(c2c(N)c(O)c(N(C)C)c(O)c2N)c2c(N)c(O)c(N(C)C)c(O)c2N)c(N)c1O
Nc1c(O)cc(O)c(N)c1B(c1c(N)c(O)cc(O)c1N)c1c(N)c(O)cc(O)c1N
N#Cc1c(O)c(N)c(B(c2c(N)c(O)c(C#N)c(O)c2N)c2c(N)c(O)c(C#N)c(O)c2N)c(N)c1O
CC(C)(C)c1c(O)c(N)c(B(c2c(N)c(O)c(C(C)(C)C)c(O)c2N)c2c(N)c(O)c(C(C)(C)C)c(O)c2N)c(N)c1O
Nc1c(O)c(C(F)(F)F)c(O)c(N)c1B(c1c(N)c(O)c(C(F)(F)F)c(O)c1N)c1c(N)c(O)c(C(F)(F)F)c(O)c1N
Nc1c(O)c([N+](=O)[O-])c(O)c(N)c1B(c1c(N)c(O)c([N+](=O)[O-])c(O)c1N)c1c(N)c(O)c([N+](=O)[O-])c(O)c1N
Nc1c(Cl)c(N)c(B(c2c(N)c(Cl)c(N)c(Cl)c2N)c2c(N)c(Cl)c(N)c(Cl)c2N)c(N)c1Cl
Nc1c(Cl)c(O)c(Cl)c(N)c1B(c1c(N)c(Cl)c(O)c(Cl)c1N)c1c(N)c(Cl)c(O)c(Cl)c1N
Nc1c(Cl)c(Cl)c(Cl)c(N)c1B(c1c(N)c(Cl)c(Cl)c(Cl)c1N)c1c(N)c(Cl)c(Cl)c(Cl)c1N
Nc1c(Cl)c(F)c(Cl)c(N)c1B(c1c(N)c(Cl)c(F)c(Cl)c1N)c1c(N)c(Cl)c(F)c(Cl)c1N
Nc1c(Cl)c(Br)c(Cl)c(N)c1B(c1c(N)c(Cl)c(Br)c(Cl)c1N)c1c(N)c(Cl)c(Br)c(Cl)c1N
Cc1c(Cl)c(N)c(B(c2c(N)c(Cl)c(C)c(Cl)c2N)c2c(N)c(Cl)c(C)c(Cl)c2N)c(N)c1Cl
COc1c(Cl)c(N)c(B(c2c(N)c(Cl)c(OC)c(Cl)c2N)c2c(N)c(Cl)c(OC)c(Cl)c2N)c(N)c1Cl
CN(C)c1c(Cl)c(N)c(B(c2c(N)c(Cl)c(N(C)C)c(Cl)c2N)c2c(N)c(Cl)c(N(C)C)c(Cl)c2N)c(N)c1Cl
Nc1c(Cl)cc(Cl)c(N)c1B(c1c(N)c(Cl)cc(Cl)c1N)c1c(N)c(Cl)cc(Cl)c1N
N#Cc1c(Cl)c(N)c(B(c2c(N)c(Cl)c(C#N)c(Cl)c2N)c2c(N)c(Cl)c(C#N)c(Cl)c2N)c(N)c1Cl
CC(C)(C)c1c(Cl)c(N)c(B(c2c(N)c(Cl)c(C(C)(C)C)c(Cl)c2N)c2c(N)c(Cl)c(C(C)(C)C)c(Cl)c2N)c(N)c1Cl
Nc1c(Cl)c(C(F)(F)F)c(Cl)c(N)c1B(c1c(N)c(Cl)c(C(F)(F)F)c(Cl)c1N)c1c(N)c(Cl)c(C(F)(F)F)c(Cl)c1N
Nc1c(Cl)c([N+](=O)[O-])c(Cl)c(N)c1B(c1c(N)c(Cl)c([N+](=O)[O-])c(Cl)c1N)c1c(N)c(Cl)c([N+](=O)[O-])c(Cl)c1N
Nc1c(F)c(N)c(B(c2c(N)c(F)c(N)c(F)c2N)c2c(N)c(F)c(N)c(F)c2N)c(N)c1F
Nc1c(F)c(O)c(F)c(N)c1B(c1c(N)c(F)c(O)c(F)c1N)c1c(N)c(F)c(O)c(F)c1N
Nc1c(F)c(Cl)c(F)c(N)c1B(c1c(N)c(F)c(Cl)c(F)c1N)c1c(N)c(F)c(Cl)c(F)c1N
Nc1c(F)c(F)c(F)c(N)c1B(c1c(N)c(F)c(F)c(F)c1N)c1c(N)c(F)c(F)c(F)c1N
Nc1c(F)c(Br)c(F)c(N)c1B(c1c(N)c(F)c(Br)c(F)c1N)c1c(N)c(F)c(Br)c(F)c1N
Cc1c(F)c(N)c(B(c2c(N)c(F)c(C)c(F)c2N)c2c(N)c(F)c(C)c(F)c2N)c(N)c1F
COc1c(F)c(N)c(B(c2c(N)c(F)c(OC)c(F)c2N)c2c(N)c(F)c(OC)c(F)c2N)c(N)c1F
