SMILES,FIA,group
Nc1cc(Cl)cc2c1OB1Oc3c(N)cc(Cl)cc3N12,364.67228111997247,original
Nc1cc(F)cc2c1OB1Oc3c(N)cc(F)cc3N12,347.88325753994286,original
Nc1cc([N+](=O)[O-])cc2c1OB1Oc3c(N)cc([N+](=O)[O-])cc3N12,420.3043986819685,original
Nc1cc2c(c(C(F)(F)F)c1F)OB1Oc3c(cc(N)c(F)c3C(F)(F)F)N12,393.2496693218127,coverage
Nc1cc2c(c(Cl)c1C(F)(F)F)OB1Oc3c(cc(N)c(C(F)(F)F)c3Cl)N12,398.15158321522176,coverage
Nc1cc2c(c(F)c1C(F)(F)F)OB1Oc3c(cc(N)c(C(F)(F)F)c3F)N12,384.6777787376195,original
Nc1cc2c(c(N)c1F)OB1Oc3c(cc(N)c(F)c3N)N12,331.0223477659747,kmeans
Nc1cc2c(c(N)c1[N+](=O)[O-])OB1Oc3c(cc(N)c([N+](=O)[O-])c3N)N12,385.2290287595242,coverage
Nc1cc2c(c(O)c1N)OB1Oc3c(cc(N)c(N)c3O)N12,336.0932651069015,coverage
Nc1cc2c(c([N+](=O)[O-])c1C(F)(F)F)OB1Oc3c(cc(N)c(C(F)(F)F)c3[N+](=O)[O-])N12,447.0690102716908,original
Nc1cc2c(cc1C(F)(F)F)N1B(O2)Oc2cc(N)c(C(F)(F)F)cc21,379.1614715429023,original
Nc1cc2c(cc1Cl)OB1Oc3cc(Cl)c(N)cc3N12,355.0081036873162,original
Nc1ccc2c(c1)N1B(O2)Oc2ccc(N)cc21,316.15976395457983,original
Nc1ccc2c(c1)OB1Oc3cc(N)ccc3N12,324.53554017469287,original
Nc1ccc2c(c1Cl)OB1Oc3c(ccc(N)c3Cl)N12,362.2638310212642,original
Nc1ccc2c(c1F)OB1Oc3c(ccc(N)c3F)N12,349.51568854413927,original
Nc1ccc2c(c1O)OB1Oc3c(ccc(N)c3O)N12,332.13544695451856,original
Nc1cccc2c1OB1Oc3c(N)cccc3N12,327.40731754433364,original
O=[N+]([O-])c1c(Br)c(F)cc2c1OB1Oc3c(cc(F)c(Br)c3[N+](=O)[O-])N12,470.7414127402008,kmeans
O=[N+]([O-])c1c(Cl)c(Cl)cc2c1OB1Oc3c(cc(Cl)c(Cl)c3[N+](=O)[O-])N12,482.7018789034337,coverage
O=[N+]([O-])c1c(Cl)cc2c(c1Br)OB1Oc3c(cc(Cl)c([N+](=O)[O-])c3Br)N12,476.5952279865742,original
O=[N+]([O-])c1c(F)cc2c(c1C(F)(F)F)OB1Oc3c(cc(F)c([N+](=O)[O-])c3C(F)(F)F)N12,487.329716832377,kmeans
O=[N+]([O-])c1c(O)cc2c(c1Br)OB1Oc3c(cc(O)c([N+](=O)[O-])c3Br)N12,446.6690415740013,original
O=[N+]([O-])c1c2c(cc(Cl)c1C(F)(F)F)N1B(O2)Oc2c1cc(Cl)c(C(F)(F)F)c2[N+](=O)[O-],496.4820267446339,original
O=[N+]([O-])c1cc(C(F)(F)F)cc2c1OB1Oc3c(cc(C(F)(F)F)cc3[N+](=O)[O-])N12,483.25992897246033,original
O=[N+]([O-])c1cc2c(c(C(F)(F)F)c1)OB1Oc3c(cc([N+](=O)[O-])cc3C(F)(F)F)N12,484.071024749428,original
O=[N+]([O-])c1cc2c(c(Cl)c1Cl)OB1Oc3c(cc([N+](=O)[O-])c(Cl)c3Cl)N12,486.2161371782422,coverage
O=[N+]([O-])c1cc2c(c(F)c1Br)OB1Oc3c(cc([N+](=O)[O-])c(Br)c3F)N12,478.9567866548896,original
O=[N+]([O-])c1cc2c(c([N+](=O)[O-])c1[N+](=O)[O-])OB1Oc3c(cc([N+](=O)[O-])c([N+](=O)[O-])c3[N+](=O)[O-])N12,571.8716634325683,coverage
O=[N+]([O-])c1cc2c(cc1Br)OB1Oc3cc(Br)c([N+](=O)[O-])cc3N12,462.8486602976918,original
O=[N+]([O-])c1cc2c(cc1O)N1B(O2)Oc2cc([N+](=O)[O-])c(O)cc21,430.7390028918162,original
O=[N+]([O-])c1ccc2c(c1)OB1Oc3cc([N+](=O)[O-])ccc3N12,429.78928070515394,original
O=[N+]([O-])c1cccc2c1OB1Oc3c(cccc3[N+](=O)[O-])N12,431.1391291217879,original
Oc1c(Br)cc2c(c1F)OB1Oc3c(cc(Br)c(O)c3F)N12,403.2549517415464,coverage
Oc1c(Cl)c(Br)cc2c1OB1Oc3c(cc(Br)c(Cl)c3O)N12,415.1209786571562,original
Oc1c(Cl)c(Cl)cc2c1OB1Oc3c(cc(Cl)c(Cl)c3O)N12,429.66837642062455,original
Oc1c(F)c(F)cc2c1OB1Oc3c(cc(F)c(F)c3O)N12,404.78028858918697,coverage
Oc1c(F)cc2c(c1Br)OB1Oc3c(cc(F)c(O)c3Br)N12,396.8241828233004,coverage
Oc1c(F)cc2c(c1O)OB1Oc3c(cc(F)c(O)c3O)N12,382.8050094442442,kmeans
Oc1cc(Br)c2c(c1)N1B(O2)Oc2c(Br)cc(O)cc21,371.5334745384753,original
Oc1cc(Cl)c2c(c1)N1B(O2)Oc2c(Cl)cc(O)cc21,372.821965014562,original
Oc1cc(Cl)cc2c1OB1Oc3c(O)cc(Cl)cc3N12,371.3928002361208,original
Oc1cc2c(c(Cl)c1O)OB1Oc3c(cc(O)c(O)c3Cl)N12,368.4901784900576,original
Oc1cc2c(c(O)c1C(F)(F)F)OB1Oc3c(cc(O)c(C(F)(F)F)c3O)N12,395.2522170878947,kmeans
Oc1cc2c(c(O)c1F)OB1Oc3c(cc(O)c(F)c3O)N12,375.9978488218039,original
Oc1cc2c(cc1C(F)(F)F)OB1Oc3cc(C(F)(F)F)c(O)cc3N12,374.65548307914287,original
Oc1cc2c(cc1Cl)N1B(O2)Oc2cc(O)c(Cl)cc21,378.4557108338922,original
Oc1cc2c(cc1Cl)OB1Oc3cc(Cl)c(O)cc3N12,358.92261946573853,original
Oc1ccc2c(c1)N1B(O2)Oc2ccc(O)cc21,331.10349935106933,original
Oc1ccc2c(c1)OB1Oc3cc(O)ccc3N12,340.49760207906365,original
Oc1cccc2c1OB1Oc3c(O)cccc3N12,370.9847870031372,original
c1ccc2c(c1)OB1Oc3ccccc3N12,335.03981728293,original
