SMILES,FIA,group,HIA,reorg_nrj,GEI
CC(C)(C)c1cc2c(c(O)c1[N+](=O)[O-])OB1Oc3c(cc(C(C)(C)C)c([N+](=O)[O-])c3O)N12,433.8435518583283,ONO,438.8810084005818,188.303674000008,2.611206461798569
CC(C)(C)c1cc2c(c([N+](=O)[O-])c1N)OB1Oc3c(cc(C(C)(C)C)c(N)c3[N+](=O)[O-])N12,405.6169567378238,ONO,410.92856440041214,197.50990999982605,2.706771424218037
CC(C)(C)c1cc2c(cc1Br)OB1Oc3cc(Br)c(C(C)(C)C)cc3N12,380.62072455510497,ONO,,,1.760277972820591
CC(C)(C)c1cc2c(cc1C#N)N1B(O2)Oc2cc(C(C)(C)C)c(C#N)cc21,429.0131303342059,ONO,,,2.3297974025124044
CC(C)(C)c1cc2c(cc1F)N1B(O2)Oc2cc(C(C)(C)C)c(F)cc21,356.5237786974758,ONO,362.3122043991461,,1.5855355432210645
CC(C)(C)c1cc2c(cc1F)OB1Oc3cc(F)c(C(C)(C)C)cc3N12,353.6690198201686,ONO,,,1.421992261197301
CC(C)(C)c1cc2c(cc1O)N1B(O2)Oc2cc(C(C)(C)C)c(O)cc21,326.2632610825822,ONO,,,1.362264872988713
CC(C)(C)c1ccc2c(c1O)OB1Oc3c(ccc(C(C)(C)C)c3O)N12,354.17910199891776,ONO,,,1.2824045483851123
CN(C)c1c(Br)c(N)cc2c1OB1Oc3c(cc(N)c(Br)c3N(C)C)N12,357.8800333328545,ONO,363.65528639778495,183.92064600029693,1.4273818758514751
CN(C)c1c(C#N)c(C(F)(F)F)cc2c1OB1Oc3c(cc(C(F)(F)F)c(C#N)c3N(C)C)N12,445.8117369906977,ONO,,,3.005618083876072
CN(C)c1c(C#N)cc2c(c1O)OB1Oc3c(cc(C#N)c(N(C)C)c3O)N12,441.0850227251649,ONO,,,2.0889112636974363
CN(C)c1c(C#N)cc2c(c1[N+](=O)[O-])OB1Oc3c(cc(C#N)c(N(C)C)c3[N+](=O)[O-])N12,477.33603912685066,ONO,481.9510744009167,198.69935799988525,3.404268726097661
CN(C)c1c(C(F)(F)F)cc2c(c1C(F)(F)F)OB1Oc3c(cc(C(F)(F)F)c(N(C)C)c3C(F)(F)F)N12,436.10037931986153,ONO,,,2.5005451597642185
CN(C)c1c(Cl)c(Br)cc2c1OB1Oc3c(cc(Br)c(Cl)c3N(C)C)N12,398.23244862258434,ONO,,,1.9434243776555125
CN(C)c1c(Cl)c(F)cc2c1OB1Oc3c(cc(F)c(Cl)c3N(C)C)N12,382.4888729667291,ONO,,,1.871772672584299
CN(C)c1c(N)ccc2c1OB1Oc3c(ccc(N)c3N(C)C)N12,335.4979854458943,ONO,341.49062439985573,186.7056880001201,0.8001074554255236
CN(C)c1c(O)c(C#N)cc2c1OB1Oc3c(cc(C#N)c(O)c3N(C)C)N12,416.244535212405,ONO,421.4529224000871,185.7167520000985,2.130791232104062
CN(C)c1c(O)cc2c(c1C(C)(C)C)OB1Oc3c(cc(O)c(N(C)C)c3C(C)(C)C)N12,346.79364870209247,ONO,352.67657839972526,175.82328399957987,1.381103676635695
CN(C)c1c(O)cc2c(c1O)OB1Oc3c(cc(O)c(N(C)C)c3O)N12,326.2165796896443,ONO,,,1.168452175372076
CN(C)c1c(O)ccc2c1OB1Oc3c(ccc(O)c3N(C)C)N12,332.1576928170398,ONO,338.1827743994072,184.27058000033867,1.0301298552282303
CN(C)c1c2c(cc(C(C)(C)C)c1[N+](=O)[O-])N1B(O2)Oc2c1cc(C(C)(C)C)c([N+](=O)[O-])c2N(C)C,417.5457856217399,ONO,422.7415344007313,187.0841960000689,2.383857157606451
CN(C)c1c2c(cc([N+](=O)[O-])c1C(C)(C)C)N1B(O2)Oc2c1cc([N+](=O)[O-])c(C(C)(C)C)c2N(C)C,430.81222809292376,ONO,435.8791264006868,185.6469940000352,2.6537678625070167
CN(C)c1c2c(cc([N+](=O)[O-])c1C(F)(F)F)N1B(O2)Oc2c1cc([N+](=O)[O-])c(C(F)(F)F)c2N(C)C,460.36309925839305,ONO,465.14298440050334,,3.260344434989896
CN(C)c1cc(C(C)(C)C)cc2c1OB1Oc3c(N(C)C)cc(C(C)(C)C)cc3N12,343.3187466766685,ONO,,,1.1412440527152643
CN(C)c1cc(C(F)(F)F)cc2c1OB1Oc3c(N(C)C)cc(C(F)(F)F)cc3N12,385.1091746762395,ONO,390.61996440123767,,1.6478898085310858
CN(C)c1cc(Cl)c2c(c1)N1B(O2)Oc2c(Cl)cc(N(C)C)cc21,365.6133654117584,ONO,371.3135084006936,188.0820759995004,1.5731788744648303
CN(C)c1cc(O)c2c(c1)N1B(O2)Oc2c(O)cc(N(C)C)cc21,313.24377316143364,ONO,319.45255640055984,193.29260599974987,1.1525201490976358
CN(C)c1cc2c(c(Br)c1C#N)OB1Oc3c(cc(N(C)C)c(C#N)c3Br)N12,444.9250793159008,ONO,449.8549064025283,176.2047039988829,3.284050903617272
CN(C)c1cc2c(c(C#N)c1N(C)C)OB1Oc3c(cc(N(C)C)c(N(C)C)c3C#N)N12,403.4820312494412,ONO,,,1.9917952683331976
CN(C)c1cc2c(c(C(F)(F)F)c1C(C)(C)C)OB1Oc3c(cc(N(C)C)c(C(C)(C)C)c3C(F)(F)F)N12,396.3704176237807,ONO,,,2.079301335357708
CN(C)c1cc2c(c(F)c1Cl)OB1Oc3c(cc(N(C)C)c(Cl)c3F)N12,386.4749861350283,ONO,,,1.8447553748648453
CN(C)c1cc2c(c([N+](=O)[O-])c1F)OB1Oc3c(cc(N(C)C)c(F)c3[N+](=O)[O-])N12,435.52145652566105,ONO,440.5426163999364,,3.016335428025296
CN(C)c1cc2c(cc1Br)OB1Oc3cc(Br)c(N(C)C)cc3N12,377.04833770543337,ONO,382.63741839677095,184.25474599989684,1.717814242595513
CN(C)c1cc2c(cc1Cl)N1B(O2)Oc2cc(N(C)C)c(Cl)cc21,371.2182832369581,ONO,,,1.4671270477871112
CN(C)c1cc2c(cc1O)N1B(O2)Oc2cc(N(C)C)c(O)cc21,306.86428026482463,ONO,,,1.3666613770362974
CN(C)c1cc2c(cc1O)OB1Oc3cc(O)c(N(C)C)cc3N12,345.44713466987014,ONO,,,1.0907379506867607
CN(C)c1ccc2c(c1)N1B(O2)Oc2ccc(N(C)C)cc21,329.31348844990134,ONO,,,1.145031314824422
CN(C)c1ccc2c(c1)OB1Oc3cc(N(C)C)ccc3N12,333.7807324072346,ONO,,,0.8778416862888136
CN(C)c1ccc2c(c1C#N)OB1Oc3c(ccc(N(C)C)c3C#N)N12,407.31452640146017,ONO,412.60964639950544,194.74662999982684,2.2069749611392293
CN(C)c1ccc2c(c1Cl)OB1Oc3c(ccc(N(C)C)c3Cl)N12,371.0338943591341,ONO,,,1.4480552009506995
CN(C)c1ccc2c(c1N(C)C)OB1Oc3c(ccc(N(C)C)c3N(C)C)N12,356.9477444700897,ONO,,,0.920396037984942
CN(C)c1cccc2c1OB1Oc3c(N(C)C)cccc3N12,340.14165251515806,ONO,,,1.1630587958062255
COc1c(Br)c(F)cc2c1OB1Oc3c(cc(F)c(Br)c3OC)N12,400.5737384222448,ONO,405.9343283958733,,1.9751492025417008
COc1c(Br)cc2c(c1N)OB1Oc3c(cc(Br)c(OC)c3N)N12,376.3926977962256,ONO,381.9881463982165,179.3854140016265,1.368098619874008
COc1c(Br)cc2c(c1OC)OB1Oc3c(cc(Br)c(OC)c3OC)N12,389.1735802590847,ONO,394.6448943987489,188.9191979988027,1.6169828079078965
COc1c(C#N)c(Cl)cc2c1OB1Oc3c(cc(Cl)c(C#N)c3OC)N12,453.2188506647945,ONO,458.0681244004518,177.93047999994087,3.1594979020816862
COc1c(C#N)cc2c(c1C(C)(C)C)OB1Oc3c(cc(C#N)c(OC)c3C(C)(C)C)N12,426.23296191729605,ONO,,,2.295875510839857
COc1c(C(C)(C)C)cc2c(c1O)OB1Oc3c(cc(C(C)(C)C)c(OC)c3O)N12,372.8239866495133,ONO,,,1.2038196054346215
COc1c(C(C)(C)C)ccc2c1OB1Oc3c(ccc(C(C)(C)C)c3OC)N12,369.9086312279105,ONO,375.5670563997701,170.82319800015284,1.2957519335194492
COc1c(C)cc2c(c1C#N)OB1Oc3c(cc(C)c(OC)c3C#N)N12,421.2423848826438,ONO,,,2.1796899701537567
COc1c(C)cc2c(c1F)OB1Oc3c(cc(C)c(OC)c3F)N12,362.4789907615632,ONO,,,1.4187994754201545
COc1c(Cl)c(C)cc2c1OB1Oc3c(cc(C)c(Cl)c3OC)N12,379.47432614769787,ONO,,,1.5701504846876382
COc1c(F)c(C(C)(C)C)cc2c1OB1Oc3c(cc(C(C)(C)C)c(F)c3OC)N12,388.5806372957304,ONO,394.0577103998512,,1.3801170319502372
COc1c(F)c(N(C)C)cc2c1OB1Oc3c(cc(N(C)C)c(F)c3OC)N12,376.4559460962191,ONO,,,1.3986825005602066
COc1c(F)cc2c(c1C(F)(F)F)OB1Oc3c(cc(F)c(OC)c3C(F)(F)F)N12,411.89279488567263,ONO,,,2.303191202726085
COc1c(F)cc2c(c1N)OB1Oc3c(cc(F)c(OC)c3N)N12,348.83731180243194,ONO,354.70039239991456,,1.2361178933665156
COc1c(N(C)C)cc2c(c1Cl)OB1Oc3c(cc(N(C)C)c(OC)c3Cl)N12,395.1836915332824,ONO,,,1.4225705158913096
COc1c(N)c(C)cc2c1OB1Oc3c(cc(C)c(N)c3OC)N12,337.52938746102154,ONO,,,0.7457868554679554
COc1c2c(cc(C(C)(C)C)c1C(C)(C)C)N1B(O2)Oc2c1cc(C(C)(C)C)c(C(C)(C)C)c2OC,382.6474531777203,ONO,,,1.368042794009809
COc1c2c(cc(C)c1C(C)(C)C)N1B(O2)Oc2c1cc(C)c(C(C)(C)C)c2OC,350.23541691340506,ONO,,,1.299328627650922
COc1c2c(cc(C)c1C(F)(F)F)N1B(O2)Oc2c1cc(C)c(C(F)(F)F)c2OC,396.97157840430737,ONO,,,2.130180503240036
COc1c2c(cc(C)c1N(C)C)N1B(O2)Oc2c1cc(C)c(N(C)C)c2OC,349.6779969660565,ONO,,,1.2221163763128453
COc1cc(C#N)cc2c1OB1Oc3c(OC)cc(C#N)cc3N12,419.7298342175782,ONO,,,2.3632029908622623
COc1cc(C(F)(F)F)cc2c1OB1Oc3c(OC)cc(C(F)(F)F)cc3N12,388.5930034015328,ONO,,,1.8403750716589249
COc1cc(O)c2c(c1)N1B(O2)Oc2c(O)cc(OC)cc21,345.20466972514987,ONO,351.10303239990026,211.43101199982084,1.303639306801453
COc1cc2c(c(Br)c1C(F)(F)F)OB1Oc3c(cc(OC)c(C(F)(F)F)c3Br)N12,420.5686815343797,ONO,425.7350704036653,,2.710853083408433
COc1cc2c(c(Br)c1C)OB1Oc3c(cc(OC)c(C)c3Br)N12,377.4281163103879,ONO,383.0135083980858,186.4413980018071,1.7220963840974195
COc1cc2c(c(C#N)c1Cl)OB1Oc3c(cc(OC)c(Cl)c3C#N)N12,443.7135422509164,ONO,448.6551363999024,197.9053700002169,3.0233344018406547
COc1cc2c(c(C(C)(C)C)c1)OB1Oc3c(cc(OC)cc3C(C)(C)C)N12,347.91371334251016,ONO,,,1.2986464048392892
COc1cc2c(c(C(C)(C)C)c1F)OB1Oc3c(cc(OC)c(F)c3C(C)(C)C)N12,360.6538217877969,ONO,366.4021343998611,,1.3850638762019232
COc1cc2c(c(C(C)(C)C)c1O)OB1Oc3c(cc(OC)c(O)c3C(C)(C)C)N12,353.82229652255774,ONO,359.63696040026844,172.80426799948145,1.1341642757061192
COc1cc2c(c(C(C)(C)C)c1[N+](=O)[O-])OB1Oc3c(cc(OC)c([N+](=O)[O-])c3C(C)(C)C)N12,416.380641143769,ONO,421.5877064010128,187.2126879997268,2.38551742249003
COc1cc2c(c(C(F)(F)F)c1)OB1Oc3c(cc(OC)cc3C(F)(F)F)N12,375.8527899356559,ONO,,,2.008978182448406
COc1cc2c(c(C)c1[N+](=O)[O-])OB1Oc3c(cc(OC)c([N+](=O)[O-])c3C)N12,420.8500563893467,ONO,,,3.2012115447139244
COc1cc2c(c(F)c1F)OB1Oc3c(cc(OC)c(F)c3F)N12,388.3064563088119,ONO,393.7861923994497,,1.649347691880163
COc1cc2c(c(F)c1O)OB1Oc3c(cc(OC)c(O)c3F)N12,364.53016279358417,ONO,,,1.2279532126268171
COc1cc2c(c(N(C)C)c1C(C)(C)C)OB1Oc3c(cc(OC)c(C(C)(C)C)c3N(C)C)N12,356.2165164090693,ONO,,,1.3680975119125698
COc1cc2c(c(N(C)C)c1O)OB1Oc3c(cc(OC)c(O)c3N(C)C)N12,328.0186180071905,ONO,,,1.0332338903792202
COc1cc2c(c(N)c1C)OB1Oc3c(cc(OC)c(C)c3N)N12,335.0753586795181,ONO,341.07210240047425,186.59830800006603,1.0872365334442602
COc1cc2c(c([N+](=O)[O-])c1F)OB1Oc3c(cc(OC)c(F)c3[N+](=O)[O-])N12,446.3964358847588,ONO,,,3.2913711575719784
COc1cc2c(cc1C(F)(F)F)OB1Oc3cc(C(F)(F)F)c(OC)cc3N12,400.3803178248927,ONO,,,2.270135223818238
COc1cc2c(cc1Cl)OB1Oc3cc(Cl)c(OC)cc3N12,376.5360501082614,ONO,,,1.792793886573025
COc1cc2c(cc1N)OB1Oc3cc(N)c(OC)cc3N12,330.5633840756491,ONO,,,0.9655793536064472
COc1cc2c(cc1OC)N1B(O2)Oc2cc(OC)c(OC)cc21,339.1729768412188,ONO,,,1.210132826242048
COc1ccc2c(c1)N1B(O2)Oc2ccc(OC)cc21,326.04094947874546,ONO,,,1.372668340545295
COc1ccc2c(c1)OB1Oc3cc(OC)ccc3N12,337.80446374230087,ONO,,,1.053604437856675
Cc1c(Br)c(C#N)cc2c1OB1Oc3c(cc(C#N)c(Br)c3C)N12,445.8410375714302,ONO,,,2.6732328792794413
Cc1c(Br)c(Cl)cc2c1OB1Oc3c(cc(Cl)c(Br)c3C)N12,402.82770409062505,ONO,,,2.0764522450734866
Cc1c(Br)c([N+](=O)[O-])cc2c1OB1Oc3c(cc([N+](=O)[O-])c(Br)c3C)N12,451.0974202528596,ONO,,,3.250335435485172
Cc1c(Br)cc2c(c1C(C)(C)C)OB1Oc3c(cc(Br)c(C)c3C(C)(C)C)N12,371.9059279933572,ONO,377.5449543967843,179.7301479999078,1.6145402323036997
Cc1c(C(C)(C)C)cc2c(c1C(C)(C)C)OB1Oc3c(cc(C(C)(C)C)c(C)c3C(C)(C)C)N12,349.8591302251443,ONO,,,1.244576742184165
Cc1c(C(F)(F)F)cc2c(c1C(C)(C)C)OB1Oc3c(cc(C(F)(F)F)c(C)c3C(C)(C)C)N12,394.352851995267,ONO,,,1.7722422481870672
Cc1c(C(F)(F)F)cc2c(c1C(F)(F)F)OB1Oc3c(cc(C(F)(F)F)c(C)c3C(F)(F)F)N12,434.2600087011233,ONO,,,2.5559639848663136
Cc1c(C(F)(F)F)cc2c(c1[N+](=O)[O-])OB1Oc3c(cc(C(F)(F)F)c(C)c3[N+](=O)[O-])N12,461.0338357947767,ONO,,,3.5680477544435765
Cc1c(Cl)c(C(C)(C)C)cc2c1OB1Oc3c(cc(C(C)(C)C)c(Cl)c3C)N12,371.2233767099679,ONO,,,1.6044446344861774
Cc1c(Cl)c(N)cc2c1OB1Oc3c(cc(N)c(Cl)c3C)N12,348.49770335294306,ONO,354.3640824016184,182.11816999987605,1.4591327007608954
Cc1c(Cl)cc2c(c1Cl)OB1Oc3c(cc(Cl)c(C)c3Cl)N12,406.01968221366405,ONO,,,2.0678014904377315
Cc1c(Cl)ccc2c1OB1Oc3c(ccc(Cl)c3C)N12,372.1462137727067,ONO,,,1.6890013289811083
Cc1c(F)cc2c(c1C(F)(F)F)OB1Oc3c(cc(F)c(C)c3C(F)(F)F)N12,408.5683340234682,ONO,,,2.3168300959479278
Cc1c(F)cc2c(c1F)OB1Oc3c(cc(F)c(C)c3F)N12,374.92879765015095,ONO,,,1.792082557273189
Cc1c(F)cc2c(c1N(C)C)OB1Oc3c(cc(F)c(C)c3N(C)C)N12,361.1936508845538,ONO,,,1.4162062284463466
Cc1c(N(C)C)cc2c(c1Br)OB1Oc3c(cc(N(C)C)c(C)c3Br)N12,384.2095470316708,ONO,,,1.5649069602436658
Cc1c(N(C)C)cc2c(c1C(F)(F)F)OB1Oc3c(cc(N(C)C)c(C)c3C(F)(F)F)N12,380.8964020758867,ONO,,,1.8213878947177773
Cc1c(N(C)C)cc2c(c1N(C)C)OB1Oc3c(cc(N(C)C)c(C)c3N(C)C)N12,330.3379586292431,ONO,,,1.0948436434442632
Cc1c(N(C)C)cc2c(c1O)OB1Oc3c(cc(N(C)C)c(C)c3O)N12,355.6565497275442,ONO,361.4533983999863,184.44961599989256,1.1370802922233196
Cc1c(N)c(C(C)(C)C)cc2c1OB1Oc3c(cc(C(C)(C)C)c(N)c3C)N12,327.21148673444986,ONO,,,0.8100548394381178
Cc1c(N)cc2c(c1C#N)OB1Oc3c(cc(N)c(C)c3C#N)N12,392.86041266005486,ONO,,,2.253433098721275
Cc1c(O)cc2c(c1O)OB1Oc3c(cc(O)c(C)c3O)N12,352.7257563630119,ONO,358.5510703995824,183.576952000476,1.2247979034883725
Cc1c([N+](=O)[O-])cc2c(c1C)OB1Oc3c(cc([N+](=O)[O-])c(C)c3C)N12,420.3900424977765,ONO,,,2.952407115950339
Cc1c([N+](=O)[O-])cc2c(c1[N+](=O)[O-])OB1Oc3c(cc([N+](=O)[O-])c(C)c3[N+](=O)[O-])N12,500.41507855430245,ONO,,,4.280241791850329
Cc1c2c(cc(C#N)c1C(C)(C)C)N1B(O2)Oc2c1cc(C#N)c(C(C)(C)C)c2C,416.0545277632773,ONO,,,2.213795752148278
Cc1c2c(cc(F)c1N(C)C)N1B(O2)Oc2c1cc(F)c(N(C)C)c2C,362.9203636003658,ONO,368.6466624001041,,1.4221663993384284
Cc1c2c(cc(N)c1C(C)(C)C)N1B(O2)Oc2c1cc(N)c(C(C)(C)C)c2C,332.6528621539473,ONO,338.673134399578,184.42525399977967,1.175236793802313
Cc1cc(Br)cc2c1OB1Oc3c(C)cc(Br)cc3N12,375.0686580464244,ONO,,,1.728200302755231
Cc1cc(Cl)c2c(c1)N1B(O2)Oc2c(Cl)cc(C)cc21,372.6356332665309,ONO,,,1.7501844442715422
Cc1cc(N)cc2c1OB1Oc3c(C)cc(N)cc3N12,312.4457024903968,ONO,,,1.1097500614003433
Cc1cc2c(c(Br)c1Br)OB1Oc3c(cc(C)c(Br)c3Br)N12,401.5612153038383,ONO,,,2.0585912225499685
Cc1cc2c(c(C#N)c1C(C)(C)C)OB1Oc3c(cc(C)c(C(C)(C)C)c3C#N)N12,416.6352358981967,ONO,,,2.4320891395221307
Cc1cc2c(c(C#N)c1N(C)C)OB1Oc3c(cc(C)c(N(C)C)c3C#N)N12,412.6525358790532,ONO,,,2.521023683321873
Cc1cc2c(c(C#N)c1[N+](=O)[O-])OB1Oc3c(cc(C)c([N+](=O)[O-])c3C#N)N12,488.8687062850222,ONO,,,4.646930876307308
Cc1cc2c(c(C(C)(C)C)c1C(F)(F)F)OB1Oc3c(cc(C)c(C(F)(F)F)c3C(C)(C)C)N12,387.3426089314744,ONO,,,2.159754738334214
Cc1cc2c(c(C(C)(C)C)c1Cl)OB1Oc3c(cc(C)c(Cl)c3C(C)(C)C)N12,375.6727856416255,ONO,,,1.597429396760301
Cc1cc2c(c(C(C)(C)C)c1[N+](=O)[O-])OB1Oc3c(cc(C)c([N+](=O)[O-])c3C(C)(C)C)N12,411.66282732319087,ONO,,,2.486816664567169
Cc1cc2c(c(C(F)(F)F)c1)OB1Oc3c(cc(C)cc3C(F)(F)F)N12,387.7232014406472,ONO,,,2.003929343606093
Cc1cc2c(c(C)c1Br)OB1Oc3c(cc(C)c(Br)c3C)N12,366.681576423347,ONO,,,1.628821692877182
Cc1cc2c(c(C)c1N(C)C)OB1Oc3c(cc(C)c(N(C)C)c3C)N12,329.00186783168465,ONO,,,1.1467363321157598
Cc1cc2c(c(Cl)c1N)OB1Oc3c(cc(C)c(N)c3Cl)N12,357.7031271327287,ONO,363.480098400265,182.4637880000409,1.1054763058575057
Cc1cc2c(c(F)c1O)OB1Oc3c(cc(C)c(O)c3F)N12,363.6025473186746,ONO,369.3222203999758,,1.1975316965992508
Cc1cc2c(c(N(C)C)c1C(C)(C)C)OB1Oc3c(cc(C)c(C(C)(C)C)c3N(C)C)N12,343.5724750170484,ONO,,,1.3301306596506322
Cc1cc2c(c(N(C)C)c1C(F)(F)F)OB1Oc3c(cc(C)c(C(F)(F)F)c3N(C)C)N12,406.44777002185583,ONO,,,1.8846238525844472
Cc1cc2c(c(N)c1Cl)OB1Oc3c(cc(C)c(Cl)c3N)N12,358.4134037019685,ONO,364.1834763996303,184.6726440000566,1.3470895691397768
Cc1cc2c(c(O)c1Br)OB1Oc3c(cc(C)c(Br)c3O)N12,379.0741211511194,ONO,384.6435263976455,179.40923000041948,1.628781235314061
Cc1cc2c(c([N+](=O)[O-])c1C#N)OB1Oc3c(cc(C)c(C#N)c3[N+](=O)[O-])N12,486.16438856814057,ONO,,,4.545598224820858
Cc1cc2c(c([N+](=O)[O-])c1N(C)C)OB1Oc3c(cc(C)c(N(C)C)c3[N+](=O)[O-])N12,408.98450206033885,ONO,,,2.655478876680584
Cc1cc2c(c([N+](=O)[O-])c1N)OB1Oc3c(cc(C)c(N)c3[N+](=O)[O-])N12,398.0364812854677,ONO,,,2.740340293146049
Cc1cc2c(cc1Br)OB1Oc3cc(Br)c(C)cc3N12,374.2983625382185,ONO,,,1.754751538113052
Cc1cc2c(cc1C(C)(C)C)N1B(O2)Oc2cc(C)c(C(C)(C)C)cc21,336.5664590075612,ONO,,,1.2451450962669233
Cc1cc2c(cc1C(F)(F)F)N1B(O2)Oc2cc(C)c(C(F)(F)F)cc21,387.1686170324683,ONO,,,1.8378428398636568
Cc1cc2c(cc1N(C)C)N1B(O2)Oc2cc(C)c(N(C)C)cc21,332.604237889871,ONO,,,1.2080129663278332
Cc1cc2c(cc1N)OB1Oc3cc(N)c(C)cc3N12,321.13169206120074,ONO,,,0.854527230123392
Cc1cc2c(cc1[N+](=O)[O-])N1B(O2)Oc2cc(C)c([N+](=O)[O-])cc21,430.0932348622009,ONO,,,3.219346928638496
Cc1ccc2c(c1)N1B(O2)Oc2ccc(C)cc21,332.37260313518345,ONO,,,1.358670403423513
Cc1ccc2c(c1)OB1Oc3cc(C)ccc3N12,333.955485700164,ONO,,,1.3194106018093226
Cc1ccc2c(c1C#N)OB1Oc3c(ccc(C)c3C#N)N12,415.7594661740586,ONO,,,2.575063020349268
Cc1ccc2c(c1C(C)(C)C)OB1Oc3c(ccc(C)c3C(C)(C)C)N12,350.8241590792313,ONO,,,1.2700814250950938
Cc1ccc2c(c1C(F)(F)F)OB1Oc3c(ccc(C)c3C(F)(F)F)N12,385.7434167591855,ONO,391.24804639909416,,1.9772115699736896
Cc1ccc2c(c1F)OB1Oc3c(ccc(C)c3F)N12,356.3937928089872,ONO,,,1.4775361622203322
Cc1ccc2c(c1O)OB1Oc3c(ccc(C)c3O)N12,356.9943077163771,ONO,,,1.2229680799079137
Cc1ccc2c(c1[N+](=O)[O-])OB1Oc3c(ccc(C)c3[N+](=O)[O-])N12,419.29016795381904,ONO,,,3.042683480273816
Clc1c(Br)ccc2c1OB1Oc3c(ccc(Br)c3Cl)N12,410.7059900276363,ONO,,,2.170710415886217
Clc1cc2c(c(Cl)c1Br)OB1Oc3c(cc(Cl)c(Br)c3Cl)N12,437.84906747192144,ONO,,,2.5530583106029776
Clc1cc2c(cc1Br)OB1Oc3cc(Br)c(Cl)cc3N12,411.18860947713256,ONO,416.446102399379,183.06521999948012,2.23744728234574
Clc1ccc2c(c1Br)OB1Oc3c(ccc(Cl)c3Br)N12,409.5875006914139,ONO,,,2.1568944178659613
FC(F)(F)c1cc2c(c(C(F)(F)F)c1C(F)(F)F)OB1Oc3c(cc(C(F)(F)F)c(C(F)(F)F)c3C(F)(F)F)N12,479.68620312027633,ONO,,,3.746437499059104
FC(F)(F)c1cc2c(c(C(F)(F)F)c1Cl)OB1Oc3c(cc(C(F)(F)F)c(Cl)c3C(F)(F)F)N12,475.35336639359593,ONO,,,3.062443920169218
FC(F)(F)c1ccc2c(c1)OB1Oc3cc(C(F)(F)F)ccc3N12,393.126428341493,ONO,,,2.2930497958581912
FC(F)(F)c1ccc2c(c1C(F)(F)F)OB1Oc3c(ccc(C(F)(F)F)c3C(F)(F)F)N12,439.4347645742818,ONO,444.4179164012894,,3.050707988825734
FC(F)(F)c1ccc2c(c1Cl)OB1Oc3c(ccc(C(F)(F)F)c3Cl)N12,424.9353346992284,ONO,,,2.691189764793526
FC(F)(F)c1cccc2c1OB1Oc3c(cccc3C(F)(F)F)N12,392.1984715508297,ONO,,,2.086555445192868
Fc1c(Br)c(Cl)cc2c1OB1Oc3c(cc(Cl)c(Br)c3F)N12,429.3017515689135,ONO,434.3833203986287,,2.4040252099224944
Fc1c(Br)cc2c(c1Br)OB1Oc3c(cc(Br)c(F)c3Br)N12,433.6949748024344,ONO,,,2.272852738886613
Fc1c(Br)ccc2c1OB1Oc3c(ccc(Br)c3F)N12,400.7833846136928,ONO,406.1419383995235,,2.0227757060515468
Fc1c(C(F)(F)F)cc2c(c1Br)OB1Oc3c(cc(C(F)(F)F)c(F)c3Br)N12,450.3949939236045,ONO,,,2.473807094806813
Fc1c(Cl)cc2c(c1Cl)OB1Oc3c(cc(Cl)c(F)c3Cl)N12,433.9616468548775,ONO,,,2.3026014136065864
Fc1c(Cl)ccc2c1OB1Oc3c(ccc(Cl)c3F)N12,399.8330323081464,ONO,,,2.015400775202431
Fc1cc(Br)cc2c1OB1Oc3c(F)cc(Br)cc3N12,401.7366774789989,ONO,,,2.127660830524195
Fc1cc(F)c2c(c1)N1B(O2)Oc2c(F)cc(F)cc21,381.9184567919001,ONO,387.4602363994345,,2.012586539468948
Fc1cc2c(c(F)c1C(F)(F)F)OB1Oc3c(cc(F)c(C(F)(F)F)c3F)N12,431.33026553783566,ONO,,,2.887604355376995
Fc1cc2c(c(F)c1Cl)OB1Oc3c(cc(F)c(Cl)c3F)N12,415.6316647017375,ONO,420.8460044013336,,2.343119919573477
Fc1cc2c(cc1F)N1B(O2)Oc2cc(F)c(F)cc21,384.2285293983296,ONO,389.7478724000976,,1.8628929257476443
Fc1ccc2c(c1)N1B(O2)Oc2ccc(F)cc21,357.2106988178566,ONO,,,1.784722900732063
Fc1ccc2c(c1)OB1Oc3cc(F)ccc3N12,365.2610311591998,ONO,,,1.5226361425720814
Fc1cccc2c1OB1Oc3c(F)cccc3N12,360.34686930757016,ONO,,,1.6505589794448992
N#Cc1c(Br)c(C(F)(F)F)cc2c1OB1Oc3c(cc(C(F)(F)F)c(Br)c3C#N)N12,495.18497713282704,ONO,,,3.763860527251493
N#Cc1c(Br)c(O)cc2c1OB1Oc3c(cc(O)c(Br)c3C#N)N12,467.0511671938002,ONO,471.7660943977535,166.52945399855523,3.1706780630444067
N#Cc1c(F)c(Cl)cc2c1OB1Oc3c(cc(Cl)c(F)c3C#N)N12,478.5528534492478,ONO,,,3.428720681684516
N#Cc1c(F)cc2c(c1C(F)(F)F)OB1Oc3c(cc(F)c(C#N)c3C(F)(F)F)N12,481.6965748779476,ONO,,,4.2604124485704045
N#Cc1c(F)cc2c(c1Cl)OB1Oc3c(cc(F)c(C#N)c3Cl)N12,467.6758262012154,ONO,472.38468640111387,,3.850373469591843
N#Cc1c(N)c(Br)cc2c1OB1Oc3c(cc(Br)c(N)c3C#N)N12,437.59536538645625,ONO,442.5963823981583,185.2270159994077,2.452532032696684
