SMILES,FIA,group,HIA,reorg_nrj,GEI,class FIA
O=[N+]([O-])c1c(Br)c(F)cc2c1OB1Oc3c(cc(F)c(Br)c3[N+](=O)[O-])N12,470.7414127402008,ONO,,,3.7515719806721246,good LA
COc1c(C(C)(C)C)ccc2c1OB1Oc3c(ccc(C(C)(C)C)c3OC)N12,369.9086312279105,ONO,375.5670563997701,170.82319800015284,1.2957519335194492,medium LA
Cc1ccc2c(c1C(F)(F)F)OB1Oc3c(ccc(C)c3C(F)(F)F)N12,385.7434167591855,ONO,391.24804639909416,,1.9772115699736896,medium LA
N#Cc1cc(O)cc2c1OB1Oc3c(C#N)cc(O)cc3N12,420.64077776670456,ONO,425.806466399692,186.40627200024937,2.833972174884148,good LA
Fc1c(Br)ccc2c1OB1Oc3c(ccc(Br)c3F)N12,400.7833846136928,ONO,406.1419383995235,,2.0227757060515468,good LA
Clc1cc2c(c(Cl)c1Br)OB1Oc3c(cc(Cl)c(Br)c3Cl)N12,437.84906747192144,ONO,,,2.5530583106029776,good LA
COc1c2c(cc(C(C)(C)C)c1C(C)(C)C)N1B(O2)Oc2c1cc(C(C)(C)C)c(C(C)(C)C)c2OC,382.6474531777203,ONO,,,1.368042794009809,medium LA
Cc1cc2c(c(C(C)(C)C)c1[N+](=O)[O-])OB1Oc3c(cc(C)c([N+](=O)[O-])c3C(C)(C)C)N12,411.66282732319087,ONO,,,2.486816664567169,good LA
FC(F)(F)c1ccc2c(c1C(F)(F)F)OB1Oc3c(ccc(C(F)(F)F)c3C(F)(F)F)N12,439.4347645742818,ONO,444.4179164012894,,3.050707988825734,good LA
Cc1cc2c(cc1N(C)C)N1B(O2)Oc2cc(C)c(N(C)C)cc21,332.604237889871,ONO,,,1.2080129663278332,medium LA
Cc1c2c(cc(N)c1C(C)(C)C)N1B(O2)Oc2c1cc(N)c(C(C)(C)C)c2C,332.6528621539473,ONO,338.673134399578,184.42525399977967,1.175236793802313,medium LA
COc1c(N)c(C)cc2c1OB1Oc3c(cc(C)c(N)c3OC)N12,337.52938746102154,ONO,,,0.7457868554679554,medium LA
COc1cc2c(c(C(C)(C)C)c1[N+](=O)[O-])OB1Oc3c(cc(OC)c([N+](=O)[O-])c3C(C)(C)C)N12,416.380641143769,ONO,421.5877064010128,187.2126879997268,2.38551742249003,good LA
Fc1cc(Br)cc2c1OB1Oc3c(F)cc(Br)cc3N12,401.7366774789989,ONO,,,2.127660830524195,good LA
COc1cc2c(c(Br)c1C)OB1Oc3c(cc(OC)c(C)c3Br)N12,377.4281163103879,ONO,383.0135083980858,186.4413980018071,1.7220963840974195,medium LA
Cc1c(Cl)ccc2c1OB1Oc3c(ccc(Cl)c3C)N12,372.1462137727067,ONO,,,1.6890013289811083,medium LA
Oc1cc(Cl)c2c(c1)N1B(O2)Oc2c(Cl)cc(O)cc21,372.821965014562,ONO,378.4520944003016,183.70515800020257,1.8701905264002416,medium LA
Cc1cc2c(cc1[N+](=O)[O-])N1B(O2)Oc2cc(C)c([N+](=O)[O-])cc21,430.0932348622009,ONO,,,3.219346928638496,good LA
Oc1c(F)c(F)cc2c1OB1Oc3c(cc(F)c(F)c3O)N12,404.78028858918697,ONO,,,1.7175451605814982,good LA
COc1c(F)cc2c(c1N)OB1Oc3c(cc(F)c(OC)c3N)N12,348.83731180243194,ONO,354.70039239991456,,1.2361178933665156,medium LA
CC(C)(C)c1cc2c(c(C(F)(F)F)c1N)OB1Oc3c(cc(C(C)(C)C)c(N)c3C(F)(F)F)N12,374.32254339940846,ONO,379.9380983998999,,1.3729434889792425,medium LA
N#Cc1cc2c(cc1Br)N1B(O2)Oc2cc(C#N)c(Br)cc21,449.6061361320317,ONO,,,3.4736986429196755,good LA
CN(C)c1cc(Cl)c2c(c1)N1B(O2)Oc2c(Cl)cc(N(C)C)cc21,365.6133654117584,ONO,371.3135084006936,188.0820759995004,1.5731788744648303,medium LA
N#Cc1c(F)cc2c(c1Cl)OB1Oc3c(cc(F)c(C#N)c3Cl)N12,467.6758262012154,ONO,472.38468640111387,,3.850373469591843,good LA
Nc1cc2c(c(O)c1N)OB1Oc3c(cc(N)c(N)c3O)N12,336.0932651069015,ONO,,,0.8299317431828497,medium LA
CC(C)(C)c1c(O)cc2c(c1O)OB1Oc3c(cc(O)c(C(C)(C)C)c3O)N12,374.3289233651012,ONO,,,1.3692732073661962,medium LA
N#Cc1c(N)cc2c(c1O)OB1Oc3c(cc(N)c(C#N)c3O)N12,392.2568364208564,ONO,397.69820440001786,184.5109240000511,2.441181459765187,medium LA
COc1cc2c(c([N+](=O)[O-])c1F)OB1Oc3c(cc(OC)c(F)c3[N+](=O)[O-])N12,446.3964358847588,ONO,,,3.2913711575719784,good LA
CC(C)(C)c1cc2c(c(C(C)(C)C)c1O)OB1Oc3c(cc(C(C)(C)C)c(O)c3C(C)(C)C)N12,365.206045310013,ONO,370.9101443998516,163.36439599995174,1.019312104479693,medium LA
COc1cc2c(cc1Cl)OB1Oc3cc(Cl)c(OC)cc3N12,376.5360501082614,ONO,,,1.792793886573025,medium LA
Cc1c(F)cc2c(c1C(F)(F)F)OB1Oc3c(cc(F)c(C)c3C(F)(F)F)N12,408.5683340234682,ONO,,,2.316830095947928,good LA
O=[N+]([O-])c1cc2c(c(Cl)c1Cl)OB1Oc3c(cc([N+](=O)[O-])c(Cl)c3Cl)N12,486.2161371782422,ONO,,,3.820616385499626,good LA
COc1cc2c(c(F)c1F)OB1Oc3c(cc(OC)c(F)c3F)N12,388.3064563088119,ONO,393.7861923994497,,1.649347691880163,medium LA
COc1c2c(cc(C)c1N(C)C)N1B(O2)Oc2c1cc(C)c(N(C)C)c2OC,349.6779969660565,ONO,,,1.2221163763128453,medium LA
CN(C)c1cc2c(cc1O)OB1Oc3cc(O)c(N(C)C)cc3N12,345.44713466987014,ONO,,,1.0907379506867607,medium LA
Nc1ccc2c(c1Cl)OB1Oc3c(ccc(N)c3Cl)N12,362.2638310212642,ONO,,,1.1620083123369331,medium LA
CC(C)(C)c1ccc2c(c1O)OB1Oc3c(ccc(C(C)(C)C)c3O)N12,354.17910199891776,ONO,,,1.2824045483851123,medium LA
Nc1cc2c(c(C(F)(F)F)c1F)OB1Oc3c(cc(N)c(F)c3C(F)(F)F)N12,393.2496693218127,ONO,,,1.9660666798079995,medium LA
Cc1ccc2c(c1)OB1Oc3cc(C)ccc3N12,333.955485700164,ONO,,,1.3194106018093226,medium LA
Cc1ccc2c(c1O)OB1Oc3c(ccc(C)c3O)N12,356.9943077163771,ONO,,,1.2229680799079137,medium LA
CC(C)(C)c1cc2c(cc1O)N1B(O2)Oc2cc(C(C)(C)C)c(O)cc21,326.2632610825822,ONO,,,1.362264872988713,medium LA
CC(C)(C)c1cc2c(c([N+](=O)[O-])c1N)OB1Oc3c(cc(C(C)(C)C)c(N)c3[N+](=O)[O-])N12,405.6169567378238,ONO,410.92856440041214,197.50990999982605,2.706771424218037,good LA
CN(C)c1cc2c(c([N+](=O)[O-])c1F)OB1Oc3c(cc(N(C)C)c(F)c3[N+](=O)[O-])N12,435.52145652566105,ONO,440.5426163999364,,3.016335428025296,good LA
Cc1cc(N)cc2c1OB1Oc3c(C)cc(N)cc3N12,312.4457024903968,ONO,,,1.1097500614003433,medium LA
Oc1ccc2c(c1)OB1Oc3cc(O)ccc3N12,340.49760207906365,ONO,,,1.1366707994240135,medium LA
Nc1cc2c(cc1C(F)(F)F)N1B(O2)Oc2cc(N)c(C(F)(F)F)cc21,379.1614715429023,ONO,,,1.422192712487168,medium LA
Cc1cc2c(c(N(C)C)c1C(C)(C)C)OB1Oc3c(cc(C)c(C(C)(C)C)c3N(C)C)N12,343.5724750170484,ONO,,,1.3301306596506322,medium LA
Fc1cc2c(cc1F)N1B(O2)Oc2cc(F)c(F)cc21,384.2285293983296,ONO,389.7478724000976,,1.8628929257476443,medium LA
CN(C)c1c(C(F)(F)F)cc2c(c1C(F)(F)F)OB1Oc3c(cc(C(F)(F)F)c(N(C)C)c3C(F)(F)F)N12,436.10037931986153,ONO,,,2.5005451597642185,good LA
COc1cc(C(F)(F)F)cc2c1OB1Oc3c(OC)cc(C(F)(F)F)cc3N12,388.5930034015328,ONO,,,1.8403750716589249,medium LA
