SMILES,FIA,group,HIA,reorg_nrj,GEI,class FIA
CN(C)c1cc(C(F)(F)F)cc2c1OB1Oc3c(N(C)C)cc(C(F)(F)F)cc3N12,385.1091746762395,ONO,390.61996440123767,,1.6478898085310858,medium LA
Brc1ccc2c(c1Br)OB1Oc3c(ccc(Br)c3Br)N12,410.1484388075769,ONO,,,2.1647665900248985,good LA
COc1cc2c(c(C(F)(F)F)c1)OB1Oc3c(cc(OC)cc3C(F)(F)F)N12,375.8527899356559,ONO,,,2.008978182448406,medium LA
O=[N+]([O-])c1cc2c(cc1O)N1B(O2)Oc2cc([N+](=O)[O-])c(O)cc21,430.7390028918162,ONO,,,4.290892667620282,good LA
Nc1cc([N+](=O)[O-])cc2c1OB1Oc3c(N)cc([N+](=O)[O-])cc3N12,420.3043986819685,ONO,425.4733544001356,189.84308199983388,3.0681183038005893,good LA
Nc1c(O)cc2c(c1F)OB1Oc3c(cc(O)c(N)c3F)N12,347.6415277356282,ONO,353.5162224005908,,1.2550774348358933,medium LA
Cc1c(Br)c([N+](=O)[O-])cc2c1OB1Oc3c(cc([N+](=O)[O-])c(Br)c3C)N12,451.0974202528596,ONO,,,3.250335435485172,good LA
FC(F)(F)c1ccc2c(c1)OB1Oc3cc(C(F)(F)F)ccc3N12,393.126428341493,ONO,,,2.2930497958581912,medium LA
N#Cc1c([N+](=O)[O-])ccc2c1OB1Oc3c(ccc([N+](=O)[O-])c3C#N)N12,499.323789395392,ONO,,,5.247378547265098,good LA
N#Cc1c(F)c(Cl)cc2c1OB1Oc3c(cc(Cl)c(F)c3C#N)N12,478.5528534492478,ONO,,,3.428720681684516,good LA
Cc1c(Br)cc2c(c1C(C)(C)C)OB1Oc3c(cc(Br)c(C)c3C(C)(C)C)N12,371.9059279933572,ONO,377.5449543967843,179.7301479999078,1.6145402323036997,medium LA
COc1cc2c(c(Br)c1C(F)(F)F)OB1Oc3c(cc(OC)c(C(F)(F)F)c3Br)N12,420.5686815343797,ONO,425.7350704036653,,2.710853083408433,good LA
COc1c(Cl)c(C)cc2c1OB1Oc3c(cc(C)c(Cl)c3OC)N12,379.47432614769787,ONO,,,1.5701504846876382,medium LA
N#Cc1cc2c(c(Br)c1F)OB1Oc3c(cc(C#N)c(F)c3Br)N12,478.9569966942072,ONO,,,3.215428622329396,good LA
CN(C)c1c(C#N)cc2c(c1[N+](=O)[O-])OB1Oc3c(cc(C#N)c(N(C)C)c3[N+](=O)[O-])N12,477.33603912685066,ONO,481.9510744009167,198.69935799988525,3.404268726097661,good LA
Cc1c(Br)c(C#N)cc2c1OB1Oc3c(cc(C#N)c(Br)c3C)N12,445.8410375714302,ONO,,,2.6732328792794413,good LA
O=[N+]([O-])c1cccc2c1OB1Oc3c(cccc3[N+](=O)[O-])N12,431.1391291217879,ONO,,,3.468255622930887,good LA
O=[N+]([O-])c1c2c(cc(Cl)c1C(F)(F)F)N1B(O2)Oc2c1cc(Cl)c(C(F)(F)F)c2[N+](=O)[O-],496.4820267446339,ONO,500.9111064011231,,3.952117725867874,good LA
COc1c(N(C)C)cc2c(c1Cl)OB1Oc3c(cc(N(C)C)c(OC)c3Cl)N12,395.1836915332824,ONO,,,1.4225705158913096,medium LA
COc1c(F)cc2c(c1C(F)(F)F)OB1Oc3c(cc(F)c(OC)c3C(F)(F)F)N12,411.89279488567263,ONO,,,2.303191202726085,good LA
N#Cc1c(N)cc2c(c1Cl)OB1Oc3c(cc(N)c(C#N)c3Cl)N12,421.9299508761615,ONO,427.0831184005365,186.75867600018137,3.0024148504018062,good LA
Fc1ccc2c(c1)OB1Oc3cc(F)ccc3N12,365.2610311591998,ONO,,,1.5226361425720814,medium LA
N#Cc1cc2c(c(N)c1N)OB1Oc3c(cc(C#N)c(N)c3N)N12,404.22651808615774,ONO,,,1.8064262974292205,good LA
Cc1c(N)cc2c(c1C#N)OB1Oc3c(cc(N)c(C)c3C#N)N12,392.86041266005486,ONO,,,2.253433098721275,medium LA
CN(C)c1c(Cl)c(F)cc2c1OB1Oc3c(cc(F)c(Cl)c3N(C)C)N12,382.4888729667291,ONO,,,1.871772672584299,medium LA
Cc1c(N(C)C)cc2c(c1N(C)C)OB1Oc3c(cc(N(C)C)c(C)c3N(C)C)N12,330.3379586292431,ONO,,,1.0948436434442632,medium LA
CN(C)c1c(N)ccc2c1OB1Oc3c(ccc(N)c3N(C)C)N12,335.4979854458943,ONO,341.49062439985573,186.7056880001201,0.8001074554255236,medium LA
COc1cc2c(cc1N)OB1Oc3cc(N)c(OC)cc3N12,330.5633840756491,ONO,,,0.9655793536064472,medium LA
Oc1cc2c(cc1C(F)(F)F)OB1Oc3cc(C(F)(F)F)c(O)cc3N12,374.65548307914287,ONO,,,2.2653940159051684,medium LA
Cc1cc(Cl)c2c(c1)N1B(O2)Oc2c(Cl)cc(C)cc21,372.6356332665309,ONO,,,1.7501844442715422,medium LA
CC(C)(C)c1cc2c(c(Br)c1Cl)OB1Oc3c(cc(C(C)(C)C)c(Cl)c3Br)N12,405.0663368366658,ONO,410.3832924030721,184.71013600083097,2.028034096594564,good LA
COc1cc2c(c(C#N)c1Cl)OB1Oc3c(cc(OC)c(Cl)c3C#N)N12,443.7135422509164,ONO,448.6551363999024,197.9053700002169,3.0233344018406547,good LA
Cc1cc2c(c(Cl)c1N)OB1Oc3c(cc(C)c(N)c3Cl)N12,357.7031271327287,ONO,363.480098400265,182.4637880000409,1.1054763058575057,medium LA
Cc1c(Br)c(Cl)cc2c1OB1Oc3c(cc(Cl)c(Br)c3C)N12,402.82770409062505,ONO,,,2.0764522450734866,good LA
